horizon_step,physical_time,truth_modal_tie_rate,dense_modal_tie_rate,sparse_modal_tie_rate,persistence_modal_tie_rate
69,6.9000000000000004,0.005208333333333333,0.0055989583333333334,0.0059895833333333337,0.018229166666666668
70,7,0.005208333333333333,0.0045572916666666661,0.0061197916666666675,0.018229166666666668
71,7.1000000000000005,0.005208333333333333,0.0053385416666666668,0.0058593749999999991,0.018229166666666668
72,7.2000000000000002,0.005208333333333333,0.005208333333333333,0.0054687500000000005,0.018229166666666668
73,7.3000000000000007,0.005208333333333333,0.0046874999999999998,0.0045572916666666661,0.018229166666666668
74,7.4000000000000004,0.0078125,0.0048177083333333327,0.004557291666666667,0.018229166666666668
75,7.5,0.0078125,0.0050781250000000002,0.0048177083333333344,0.018229166666666668
76,7.6000000000000005,0.0078125,0.0054687500000000005,0.0042968749999999995,0.018229166666666668
77,7.7000000000000002,0.006510416666666667,0.0055989583333333334,0.0045572916666666661,0.018229166666666668
78,7.8000000000000007,0.0091145833333333339,0.0053385416666666668,0.0041666666666666666,0.018229166666666668
79,7.9000000000000004,0.010416666666666666,0.0048177083333333336,0.0053385416666666659,0.018229166666666668
80,8,0.0091145833333333339,0.0054687499999999997,0.005989583333333332,0.018229166666666668
81,8.0999999999999996,0.0091145833333333339,0.0059895833333333329,0.0054687499999999997,0.018229166666666668
82,8.2000000000000011,0.0078125,0.0055989583333333334,0.005078125000000001,0.018229166666666668
83,8.3000000000000007,0.0078125,0.0048177083333333327,0.0048177083333333336,0.018229166666666668
84,8.4000000000000004,0.006510416666666667,0.0037760416666666671,0.0040364583333333337,0.018229166666666668
85,8.5,0.005208333333333333,0.0044270833333333332,0.0044270833333333332,0.018229166666666668
86,8.5999999999999996,0.005208333333333333,0.0046875000000000007,0.0041666666666666666,0.018229166666666668
87,8.7000000000000011,0.005208333333333333,0.0054687499999999997,0.005078125000000001,0.018229166666666668
88,8.8000000000000007,0.005208333333333333,0.0067708333333333327,0.0049479166666666673,0.018229166666666668
89,8.9000000000000004,0.006510416666666667,0.0055989583333333325,0.0055989583333333334,0.018229166666666668
90,9,0.006510416666666667,0.005208333333333333,0.0050781249999999993,0.018229166666666668
91,9.0999999999999996,0.006510416666666667,0.0048177083333333336,0.0037760416666666663,0.018229166666666668
92,9.2000000000000011,0.006510416666666667,0.0048177083333333327,0.0048177083333333327,0.018229166666666668
93,9.3000000000000007,0.0091145833333333339,0.0052083333333333339,0.0048177083333333344,0.018229166666666668
94,9.4000000000000004,0.0091145833333333339,0.0049479166666666664,0.0042968750000000003,0.018229166666666668
95,9.5,0.0091145833333333339,0.0045572916666666661,0.0049479166666666664,0.018229166666666668
96,9.6000000000000014,0.0078125,0.0048177083333333336,0.0049479166666666664,0.018229166666666668
97,9.7000000000000011,0.0078125,0.0048177083333333327,0.0049479166666666664,0.018229166666666668
98,9.8000000000000007,0.0078125,0.0042968750000000003,0.0052083333333333339,0.018229166666666668
99,9.9000000000000004,0.0078125,0.0046874999999999998,0.0042968750000000003,0.018229166666666668
100,10,0.0078125,0.0041666666666666666,0.0042968750000000003,0.018229166666666668
101,10.100000000000001,0.0078125,0.0041666666666666675,0.0049479166666666673,0.018229166666666668
102,10.200000000000001,0.0078125,0.0048177083333333336,0.0054687499999999997,0.018229166666666668
103,10.300000000000001,0.0078125,0.0046874999999999998,0.0055989583333333334,0.018229166666666668
104,10.4,0.0078125,0.0054687499999999997,0.0055989583333333334,0.018229166666666668
105,10.5,0.0078125,0.0048177083333333336,0.004557291666666667,0.018229166666666668
106,10.600000000000001,0.0078125,0.0046874999999999998,0.0048177083333333327,0.018229166666666668
107,10.700000000000001,0.006510416666666667,0.0044270833333333332,0.0048177083333333327,0.018229166666666668
108,10.800000000000001,0.006510416666666667,0.0041666666666666666,0.0046875000000000007,0.018229166666666668
109,10.9,0.0091145833333333339,0.0040364583333333329,0.0048177083333333336,0.018229166666666668
110,11,0.0078125,0.0042968750000000003,0.0049479166666666673,0.018229166666666668
111,11.100000000000001,0.0078125,0.0042968750000000003,0.0044270833333333332,0.018229166666666668
112,11.200000000000001,0.0078125,0.0041666666666666675,0.0044270833333333332,0.018229166666666668
113,11.300000000000001,0.0091145833333333339,0.0046875000000000007,0.0048177083333333327,0.018229166666666668
114,11.4,0.0091145833333333339,0.004557291666666667,0.0050781249999999993,0.018229166666666668
115,11.5,0.010416666666666666,0.0044270833333333332,0.0040364583333333329,0.018229166666666668
116,11.600000000000001,0.010416666666666666,0.0050781249999999993,0.0033854166666666663,0.018229166666666668
117,11.700000000000001,0.010416666666666666,0.0044270833333333332,0.0035156250000000001,0.018229166666666668
118,11.800000000000001,0.010416666666666666,0.0040364583333333329,0.0037760416666666663,0.018229166666666668
119,11.9,0.010416666666666666,0.0044270833333333332,0.0042968750000000003,0.018229166666666668
120,12,0.010416666666666666,0.0046875000000000007,0.0045572916666666661,0.018229166666666668
121,12.100000000000001,0.010416666666666666,0.0049479166666666673,0.0046874999999999998,0.018229166666666668
122,12.200000000000001,0.010416666666666666,0.0050781250000000002,0.0050781250000000002,0.018229166666666668
123,12.300000000000001,0.010416666666666666,0.0052083333333333339,0.0049479166666666664,0.018229166666666668
124,12.4,0.010416666666666666,0.0046874999999999998,0.0044270833333333332,0.018229166666666668
125,12.5,0.010416666666666666,0.0048177083333333336,0.0049479166666666673,0.018229166666666668
126,12.600000000000001,0.010416666666666666,0.0048177083333333336,0.0057291666666666663,0.018229166666666668
127,12.700000000000001,0.01171875,0.0049479166666666673,0.0054687499999999997,0.018229166666666668
128,12.800000000000001,0.010416666666666666,0.0045572916666666661,0.0054687499999999997,0.018229166666666668
129,12.9,0.010416666666666666,0.0046875000000000007,0.0050781250000000002,0.018229166666666668
130,13,0.010416666666666666,0.00390625,0.0049479166666666673,0.018229166666666668
131,13.100000000000001,0.0091145833333333339,0.0041666666666666675,0.0044270833333333332,0.018229166666666668
132,13.200000000000001,0.0091145833333333339,0.0037760416666666663,0.0046874999999999998,0.018229166666666668
133,13.300000000000001,0.0091145833333333339,0.0035156250000000001,0.0048177083333333336,0.018229166666666668
134,13.4,0.0091145833333333339,0.0037760416666666663,0.0054687500000000005,0.018229166666666668
135,13.5,0.0091145833333333339,0.0041666666666666675,0.0057291666666666671,0.018229166666666668
136,13.600000000000001,0.0091145833333333339,0.0041666666666666666,0.0057291666666666671,0.018229166666666668
137,13.700000000000001,0.0091145833333333339,0.005078125000000001,0.0053385416666666668,0.018229166666666668
138,13.800000000000001,0.0091145833333333339,0.0049479166666666673,0.0042968750000000003,0.018229166666666668
139,13.9,0.0091145833333333339,0.0041666666666666675,0.0040364583333333329,0.018229166666666668
140,14,0.0091145833333333339,0.0042968749999999995,0.004687499999999999,0.018229166666666668
141,14.100000000000001,0.0091145833333333339,0.0044270833333333332,0.00390625,0.018229166666666668
142,14.200000000000001,0.0091145833333333339,0.0040364583333333329,0.00390625,0.018229166666666668
143,14.300000000000001,0.0091145833333333339,0.0040364583333333329,0.0036458333333333334,0.018229166666666668
144,14.4,0.010416666666666666,0.0042968750000000003,0.00390625,0.018229166666666668
145,14.5,0.010416666666666666,0.0041666666666666666,0.0040364583333333337,0.018229166666666668
146,14.600000000000001,0.0091145833333333339,0.0046874999999999998,0.0045572916666666661,0.018229166666666668
147,14.700000000000001,0.0091145833333333339,0.0050781250000000002,0.0042968750000000003,0.018229166666666668
148,14.800000000000001,0.0091145833333333339,0.0046874999999999998,0.0039062499999999991,0.018229166666666668
149,14.9,0.0091145833333333339,0.0045572916666666661,0.0033854166666666663,0.018229166666666668
150,15,0.0091145833333333339,0.0045572916666666661,0.0033854166666666672,0.018229166666666668
151,15.100000000000001,0.0091145833333333339,0.0044270833333333332,0.0040364583333333337,0.018229166666666668
152,15.200000000000001,0.0091145833333333339,0.0040364583333333337,0.0040364583333333329,0.018229166666666668
153,15.300000000000001,0.0091145833333333339,0.0037760416666666663,0.00390625,0.018229166666666668
154,15.4,0.0091145833333333339,0.0042968750000000003,0.0045572916666666661,0.018229166666666668
155,15.5,0.0091145833333333339,0.0041666666666666675,0.0040364583333333329,0.018229166666666668
156,15.600000000000001,0.010416666666666666,0.0037760416666666663,0.0032552083333333335,0.018229166666666668
157,15.700000000000001,0.010416666666666666,0.0032552083333333335,0.0036458333333333334,0.018229166666666668
158,15.800000000000001,0.010416666666666666,0.0035156250000000001,0.00390625,0.018229166666666668
159,15.9,0.010416666666666666,0.0035156250000000001,0.0040364583333333337,0.018229166666666668
160,16,0.010416666666666666,0.0033854166666666663,0.0039062499999999991,0.018229166666666668
161,16.100000000000001,0.010416666666666666,0.0029947916666666669,0.0037760416666666663,0.018229166666666668
162,16.199999999999999,0.010416666666666666,0.0031250000000000002,0.004557291666666667,0.018229166666666668
163,16.300000000000001,0.010416666666666666,0.0028645833333333336,0.004557291666666667,0.018229166666666668
164,16.400000000000002,0.010416666666666666,0.0032552083333333335,0.0044270833333333332,0.018229166666666668
165,16.5,0.010416666666666666,0.0044270833333333332,0.0044270833333333332,0.018229166666666668
166,16.600000000000001,0.010416666666666666,0.0035156249999999992,0.0046874999999999998,0.018229166666666668
167,16.699999999999999,0.010416666666666666,0.00390625,0.0046874999999999998,0.018229166666666668
168,16.800000000000001,0.010416666666666666,0.003645833333333333,0.004557291666666667,0.018229166666666668
169,16.900000000000002,0.0091145833333333339,0.00390625,0.004557291666666667,0.018229166666666668
170,17,0.0091145833333333339,0.0033854166666666672,0.0042968750000000003,0.018229166666666668
171,17.100000000000001,0.0091145833333333339,0.0039062500000000009,0.0040364583333333329,0.018229166666666668
172,17.199999999999999,0.0091145833333333339,0.0041666666666666666,0.0046874999999999998,0.018229166666666668
173,17.300000000000001,0.0091145833333333339,0.0042968750000000003,0.0042968749999999995,0.018229166666666668
174,17.400000000000002,0.0091145833333333339,0.004687499999999999,0.0037760416666666663,0.018229166666666668
175,17.5,0.0091145833333333339,0.0049479166666666664,0.0042968749999999995,0.018229166666666668
176,17.600000000000001,0.0091145833333333339,0.00390625,0.0035156250000000001,0.018229166666666668
177,17.699999999999999,0.0091145833333333339,0.003645833333333333,0.0041666666666666666,0.018229166666666668
178,17.800000000000001,0.010416666666666666,0.003255208333333333,0.0049479166666666673,0.018229166666666668
179,17.900000000000002,0.010416666666666666,0.0033854166666666663,0.0045572916666666661,0.018229166666666668
180,18,0.010416666666666666,0.0037760416666666671,0.0045572916666666661,0.018229166666666668
181,18.100000000000001,0.010416666666666666,0.0037760416666666671,0.0048177083333333336,0.018229166666666668
182,18.199999999999999,0.0091145833333333339,0.0032552083333333335,0.0044270833333333332,0.018229166666666668
183,18.300000000000001,0.0091145833333333339,0.003645833333333333,0.0042968750000000003,0.018229166666666668
184,18.400000000000002,0.0091145833333333339,0.003645833333333333,0.0041666666666666666,0.018229166666666668
185,18.5,0.0091145833333333339,0.0031250000000000002,0.0045572916666666661,0.018229166666666668
186,18.600000000000001,0.0091145833333333339,0.0031250000000000002,0.0042968750000000003,0.018229166666666668
187,18.699999999999999,0.0091145833333333339,0.0028645833333333336,0.0044270833333333332,0.018229166666666668
188,18.800000000000001,0.0091145833333333339,0.0032552083333333335,0.0042968750000000003,0.018229166666666668
189,18.900000000000002,0.0091145833333333339,0.0031250000000000002,0.0042968749999999995,0.018229166666666668
190,19,0.0091145833333333339,0.003255208333333333,0.0044270833333333332,0.018229166666666668
191,19.100000000000001,0.0091145833333333339,0.0033854166666666663,0.0041666666666666666,0.018229166666666668
192,19.200000000000003,0.0091145833333333339,0.0031250000000000002,0.0040364583333333329,0.018229166666666668
193,19.300000000000001,0.0091145833333333339,0.0035156250000000001,0.0036458333333333334,0.018229166666666668
194,19.400000000000002,0.0091145833333333339,0.0033854166666666672,0.0035156250000000001,0.018229166666666668
195,19.5,0.0091145833333333339,0.0035156250000000001,0.0035156250000000001,0.018229166666666668
196,19.600000000000001,0.0091145833333333339,0.0028645833333333331,0.0042968749999999995,0.018229166666666668
197,19.700000000000003,0.0091145833333333339,0.0028645833333333336,0.0045572916666666661,0.018229166666666668
198,19.800000000000001,0.0091145833333333339,0.0033854166666666672,0.0041666666666666675,0.018229166666666668
199,19.900000000000002,0.0091145833333333339,0.0035156250000000001,0.0044270833333333332,0.018229166666666668
200,20,0.0091145833333333339,0.0035156250000000001,0.0045572916666666661,0.018229166666666668
