metric_order,metric_name,family,direction,horizon_step,physical_time,dense_instantaneous,sparse_instantaneous,persistence_instantaneous,dense_cumulative,sparse_cumulative,persistence_cumulative
0,nearest_well_pixel_disagreement,phase_assignment,lower,31,3.1000000000000001,0.11786092122395837,0.1093292236328125,0.23222859700520834,0.16693970054708501,0.1532830022996472,0.1341113018733199
0,nearest_well_pixel_disagreement,phase_assignment,lower,32,3.2000000000000002,0.11602935791015626,0.10779825846354166,0.23712158203125,0.16534875233968099,0.15186160405476892,0.13733037312825522
0,nearest_well_pixel_disagreement,phase_assignment,lower,33,3.3000000000000003,0.11445871988932292,0.106365966796875,0.24171956380208334,0.16380663014421559,0.15048294838028725,0.14049368193655301
0,nearest_well_pixel_disagreement,phase_assignment,lower,34,3.4000000000000004,0.1128082275390625,0.10497334798177083,0.24614461263020834,0.16230667712641697,0.14914443072150735,0.1436010622510723
0,nearest_well_pixel_disagreement,phase_assignment,lower,35,3.5,0.11133524576822915,0.10376129150390626,0.25035603841145831,0.16085035051618304,0.14784776960100449,0.14665120442708332
0,nearest_well_pixel_disagreement,phase_assignment,lower,36,3.6000000000000001,0.10989990234374998,0.10264129638671875,0.254638671875,0.15943506028917098,0.14659203423394099,0.14965085630063657
0,nearest_well_pixel_disagreement,phase_assignment,lower,37,3.7000000000000002,0.10850016276041666,0.10147806803385415,0.25865681966145831,0.15805844143704254,0.14537273785015487,0.15259696341849663
0,nearest_well_pixel_disagreement,phase_assignment,lower,38,3.8000000000000003,0.10720113118489585,0.10038553873697915,0.26283772786458331,0.15672009116724916,0.14418886418928181,0.15549803616707789
0,nearest_well_pixel_disagreement,phase_assignment,lower,39,3.9000000000000004,0.10603383382161458,0.099416605631510432,0.2666473388671875,0.15542044354300213,0.14304085755959534,0.15834801828759348
0,nearest_well_pixel_disagreement,phase_assignment,lower,40,4,0.10461985270182292,0.098262532552083351,0.27060445149739581,0.15415042877197269,0.14192139943440757,0.16115442911783853
0,nearest_well_pixel_disagreement,phase_assignment,lower,41,4.1000000000000005,0.10320790608723959,0.097052510579427098,0.2745819091796875,0.15290792821868648,0.14082703629160315,0.16392095302178608
0,nearest_well_pixel_disagreement,phase_assignment,lower,42,4.2000000000000002,0.10206654866536458,0.096047973632812506,0.27813212076822919,0.1516974191817026,0.13976086813306049,0.16664026653955855
0,nearest_well_pixel_disagreement,phase_assignment,lower,43,4.2999999999999998,0.10074208577473957,0.09492594401041668,0.28176371256510419,0.15051241142805233,0.13871819547904554,0.16931755598201312
0,nearest_well_pixel_disagreement,phase_assignment,lower,44,4.4000000000000004,0.099429321289062511,0.093911743164062506,0.28526814778645831,0.14935143210671165,0.13769986701734135,0.1719527967048414
0,nearest_well_pixel_disagreement,phase_assignment,lower,45,4.5,0.098232014973958337,0.093045043945312503,0.28850809733072919,0.14821544505931711,0.13670753761574075,0.17454291449652778
0,nearest_well_pixel_disagreement,phase_assignment,lower,46,4.6000000000000005,0.09726765950520834,0.092214965820312494,0.29160563151041669,0.14710788450379303,0.13574030779410098,0.17708775617074277
0,nearest_well_pixel_disagreement,phase_assignment,lower,47,4.7000000000000002,0.096126810709635427,0.091309611002604166,0.29467264811197919,0.14602318080604498,0.13479497381981384,0.17958956238225843
0,nearest_well_pixel_disagreement,phase_assignment,lower,48,4.8000000000000007,0.094896443684895831,0.09029388427734375,0.29761759440104169,0.14495804044935437,0.13386786778767903,0.18204847971598306
0,nearest_well_pixel_disagreement,phase_assignment,lower,49,4.9000000000000004,0.09400075276692707,0.0894775390625,0.300506591796875,0.14391809580277423,0.13296194271165498,0.18446599220742985
0,nearest_well_pixel_disagreement,phase_assignment,lower,50,5,0.09316355387369793,0.088716634114583331,0.30333964029947919,0.14290300496419273,0.13207703653971353,0.18684346516927083
0,nearest_well_pixel_disagreement,phase_assignment,lower,51,5.1000000000000005,0.092210388183593756,0.087930297851562506,0.3062591552734375,0.14190903208614175,0.13121141421249491,0.18918494928896035
0,nearest_well_pixel_disagreement,phase_assignment,lower,52,5.2000000000000002,0.091433207194010407,0.08726399739583332,0.3088836669921875,0.14093834314590842,0.13036627158140526,0.19148684770633015
0,nearest_well_pixel_disagreement,phase_assignment,lower,53,5.3000000000000007,0.090465799967447913,0.086444091796874997,0.31160481770833331,0.13998603101046581,0.12953755120811222,0.19375322449882074
0,nearest_well_pixel_disagreement,phase_assignment,lower,54,5.4000000000000004,0.08968353271484375,0.085766601562500003,0.3140106201171875,0.13905450326425059,0.12872697806652683,0.19598021330656831
0,nearest_well_pixel_disagreement,phase_assignment,lower,55,5.5,0.088911437988281258,0.085147094726562483,0.3162994384765625,0.13814281116832389,0.12793461655125474,0.19816783558238638
0,nearest_well_pixel_disagreement,phase_assignment,lower,56,5.6000000000000005,0.087981160481770834,0.084351603190104166,0.3189239501953125,0.13724706740606402,0.1271563484555199,0.20032419477190289
0,nearest_well_pixel_disagreement,phase_assignment,lower,57,5.7000000000000002,0.087230936686197913,0.083765665690104171,0.32107035319010419,0.13636959142852248,0.12639510840700385,0.2024425484283626
0,nearest_well_pixel_disagreement,phase_assignment,lower,58,5.8000000000000007,0.086480204264322916,0.083143107096354155,0.3232421875,0.1355094295808639,0.1256493842464754,0.20452530082614942
0,nearest_well_pixel_disagreement,phase_assignment,lower,59,5.9000000000000004,0.08573048909505207,0.082456970214843744,0.32543436686197919,0.13466571872517213,0.12491730943237993,0.20657460703014655
0,nearest_well_pixel_disagreement,phase_assignment,lower,60,6,0.085019938151041669,0.081833394368489576,0.32735697428385419,0.13383828904893663,0.12419924418131509,0.208587646484375
0,nearest_well_pixel_disagreement,phase_assignment,lower,61,6.1000000000000005,0.084325154622395843,0.081202697753906247,0.32923380533854169,0.13302659832063268,0.12349438276447233,0.2105654523672302
0,nearest_well_pixel_disagreement,phase_assignment,lower,62,6.2000000000000002,0.083625284830729174,0.080618286132812494,0.331207275390625,0.13222980294176329,0.1228028328188004,0.21251128822244625
0,nearest_well_pixel_disagreement,phase_assignment,lower,63,6.3000000000000007,0.082956949869791657,0.080066426595052073,0.3331756591796875,0.1314476941628431,0.12212447716445521,0.21442659569795799
0,nearest_well_pixel_disagreement,phase_assignment,lower,64,6.4000000000000004,0.08230489095052082,0.079477437337239581,0.33509318033854169,0.13067983786265053,0.12145811716715496,0.21631201108296713
0,nearest_well_pixel_disagreement,phase_assignment,lower,65,6.5,0.081689961751302081,0.078995259602864576,0.336822509765625,0.1299261474609375,0.12080484243539664,0.21816601875500799
0,nearest_well_pixel_disagreement,phase_assignment,lower,66,6.6000000000000005,0.081231689453125006,0.078586324055989573,0.3382720947265625,0.12918835264263734,0.12016516791449652,0.21998580778488006
0,nearest_well_pixel_disagreement,phase_assignment,lower,67,6.7000000000000002,0.080773417154947916,0.078146870930989584,0.34006245930989581,0.1284657416652091,0.11953802915354865,0.22177799661361164
0,nearest_well_pixel_disagreement,phase_assignment,lower,68,6.8000000000000007,0.080259704589843744,0.077693684895833323,0.34179178873697919,0.12775682935527727,0.11892267114975874,0.22354290532130819
0,nearest_well_pixel_disagreement,phase_assignment,lower,69,6.9000000000000004,0.07964223225911457,0.077197265624999997,0.34355672200520831,0.1270595163538836,0.11831795512766081,0.22528223599788647
0,nearest_well_pixel_disagreement,phase_assignment,lower,70,7,0.079123942057291674,0.076777648925781261,0.34501139322916669,0.12637472243536083,0.11772452218191964,0.22699265252976189
0,nearest_well_pixel_disagreement,phase_assignment,lower,71,7.1000000000000005,0.078643798828125,0.0763397216796875,0.34647115071614581,0.12570245590568146,0.11714163766780368,0.22867544827886591
0,nearest_well_pixel_disagreement,phase_assignment,lower,72,7.2000000000000002,0.078173319498697907,0.075845336914062506,0.34808858235677081,0.12504232901114004,0.11656807793511285,0.23033396402994791
0,nearest_well_pixel_disagreement,phase_assignment,lower,73,7.3000000000000007,0.077723185221354157,0.075483703613281244,0.3494873046875,0.12439412156196492,0.11600527828686857,0.23196620157320205
0,nearest_well_pixel_disagreement,phase_assignment,lower,74,7.4000000000000004,0.077318827311197921,0.075037129720052081,0.35080464680989581,0.12375796893695452,0.11545165465758726,0.23357212650883308
0,nearest_well_pixel_disagreement,phase_assignment,lower,75,7.5,0.076839192708333323,0.074564615885416657,0.35217793782552081,0.12313238525390627,0.11490649414062501,0.23515353732638888
0,nearest_well_pixel_disagreement,phase_assignment,lower,76,7.6000000000000005,0.076427714029947913,0.074195861816406264,0.35360209147135419,0.12251785010622258,0.11437082792583264,0.2367120709335595
0,nearest_well_pixel_disagreement,phase_assignment,lower,77,7.7000000000000002,0.076100667317708329,0.07391459147135418,0.35477193196614581,0.12191502955052762,0.11384542225759267,0.23824531588203465
0,nearest_well_pixel_disagreement,phase_assignment,lower,78,7.8000000000000007,0.075738525390625006,0.073591105143229169,0.35595194498697919,0.1213230230869391,0.11332934126894698,0.23975437522953391
0,nearest_well_pixel_disagreement,phase_assignment,lower,79,7.9000000000000004,0.075485738118489576,0.073359171549479157,0.35703531901041669,0.12074280428987012,0.11282338975351067,0.24123894413815269
0,nearest_well_pixel_disagreement,phase_assignment,lower,80,8,0.07524770100911457,0.073139953613281253,0.3582305908203125,0.12017411549886066,0.11232734680175782,0.24270133972167965
0,nearest_well_pixel_disagreement,phase_assignment,lower,81,8.0999999999999996,0.075030008951822907,0.072902425130208337,0.35936991373697919,0.1196167808501318,0.11184061937371399,0.24414169248730067
0,nearest_well_pixel_disagreement,phase_assignment,lower,82,8.2000000000000011,0.074759928385416674,0.072624206542968736,0.36038716634114581,0.11906974606397676,0.11136237043675368,0.2455593202172256
0,nearest_well_pixel_disagreement,phase_assignment,lower,83,8.3000000000000007,0.074578857421875006,0.072444152832031261,0.36134847005208331,0.11853371126105987,0.11089347624874497,0.24695437021523595
0,nearest_well_pixel_disagreement,phase_assignment,lower,84,8.4000000000000004,0.074397277832031233,0.072278340657552079,0.36239115397135419,0.11800827752976191,0.11043377225361173,0.24832861764090405
0,nearest_well_pixel_disagreement,phase_assignment,lower,85,8.5,0.074119059244791674,0.072023518880208331,0.36324564615885419,0.11749193378523286,0.109981886919807,0.24968058268229165
0,nearest_well_pixel_disagreement,phase_assignment,lower,86,8.5999999999999996,0.074024963378906253,0.07190653483072916,0.3642578125,0.11698650389678719,0.10953915026760841,0.25101287605226502
0,nearest_well_pixel_disagreement,phase_assignment,lower,87,8.7000000000000011,0.07379964192708334,0.071695454915364581,0.36510721842447919,0.11649010318449174,0.10910416526355964,0.25232430527493416
0,nearest_well_pixel_disagreement,phase_assignment,lower,88,8.8000000000000007,0.07356363932291668,0.071483357747395837,0.365966796875,0.11600230245879203,0.10867665608723957,0.25361569722493488
0,nearest_well_pixel_disagreement,phase_assignment,lower,89,8.9000000000000004,0.073473612467447907,0.071414693196614601,0.3668365478515625,0.11552445200945108,0.10825798234689547,0.25488784161399813
0,nearest_well_pixel_disagreement,phase_assignment,lower,90,9,0.073343404134114581,0.07129669189453125,0.3675537109375,0.11505577369972513,0.10784730134186922,0.25613968460648145
0,nearest_well_pixel_disagreement,phase_assignment,lower,91,9.0999999999999996,0.073116556803385413,0.071082051595052084,0.36841328938802081,0.11459490318438073,0.1074432876083877,0.2573734604832017
0,nearest_well_pixel_disagreement,phase_assignment,lower,92,9.2000000000000011,0.07300516764322916,0.071010335286458323,0.36908976236979169,0.11414284084154211,0.1070472772570624,0.25858776811240375
0,nearest_well_pixel_disagreement,phase_assignment,lower,93,9.3000000000000007,0.072924804687500011,0.07099151611328125,0.36985270182291669,0.1136996361517137,0.10665958090067765,0.25978416524907594
0,nearest_well_pixel_disagreement,phase_assignment,lower,94,9.4000000000000004,0.072727457682291677,0.070814514160156258,0.3705902099609375,0.11326376191267731,0.10627825040343805,0.26096295295877658
0,nearest_well_pixel_disagreement,phase_assignment,lower,95,9.5,0.072622172037760419,0.070738728841145848,0.37116495768229169,0.11283595570346765,0.10590415017646655,0.26212297406112939
0,nearest_well_pixel_disagreement,phase_assignment,lower,96,9.6000000000000014,0.072531636555989584,0.070654805501302084,0.37185160319010419,0.11241611904568143,0.10553696950276692,0.26326598061455625
0,nearest_well_pixel_disagreement,phase_assignment,lower,97,9.7000000000000011,0.072531636555989584,0.070679728190104152,0.37246195475260419,0.11200493881382892,0.1051776164995436,0.264391712306701
0,nearest_well_pixel_disagreement,phase_assignment,lower,98,9.8000000000000007,0.07259267171223957,0.070776367187499994,0.37299092610677081,0.11160277282299638,0.10482658334329827,0.26549986754955884
0,nearest_well_pixel_disagreement,phase_assignment,lower,99,9.9000000000000004,0.072634887695312483,0.07082366943359375,0.373626708984375,0.11120915782170666,0.10448311956643255,0.26659205786708229
0,nearest_well_pixel_disagreement,phase_assignment,lower,100,10,0.0726165771484375,0.070820617675781267,0.374267578125,0.11082323201497395,0.10414649454752604,0.26766881306966145
0,nearest_well_pixel_disagreement,phase_assignment,lower,101,10.100000000000001,0.07266947428385416,0.070868428548177084,0.37488301595052081,0.11044547203743812,0.10381700874555229,0.26873033983085809
0,nearest_well_pixel_disagreement,phase_assignment,lower,102,10.200000000000001,0.07266337076822918,0.070899963378906236,0.3754730224609375,0.11007505927989687,0.10349429261450674,0.26977683671938829
0,nearest_well_pixel_disagreement,phase_assignment,lower,103,10.300000000000001,0.072695414225260407,0.070919799804687503,0.3759918212890625,0.10971215010460911,0.10317803540276091,0.27080805016181225
0,nearest_well_pixel_disagreement,phase_assignment,lower,104,10.4,0.07273101806640625,0.070981343587239593,0.37653096516927081,0.10935656229654947,0.10286845182761166,0.27182461665226865
0,nearest_well_pixel_disagreement,phase_assignment,lower,105,10.5,0.07277628580729166,0.070994059244791671,0.37703959147135419,0.10900817871093749,0.10256488618396578,0.27282666403149802
0,nearest_well_pixel_disagreement,phase_assignment,lower,106,10.600000000000001,0.072832743326822907,0.071018473307291677,0.37748209635416669,0.10866690101863455,0.10226727851531792,0.27381397943076852
0,nearest_well_pixel_disagreement,phase_assignment,lower,107,10.700000000000001,0.072832234700520831,0.071017964680989587,0.37793477376302081,0.10833199759510077,0.10197522885331485,0.27478707096658389
0,nearest_well_pixel_disagreement,phase_assignment,lower,108,10.800000000000001,0.072896321614583329,0.071110026041666677,0.37842814127604169,0.10800388948417006,0.10168943993839216,0.2757467105064863
0,nearest_well_pixel_disagreement,phase_assignment,lower,109,10.9,0.07292124430338541,0.071119689941406244,0.3788604736328125,0.10768203035407109,0.10140898351640149,0.27669270833333331
0,nearest_well_pixel_disagreement,phase_assignment,lower,110,11,0.07297465006510416,0.071148173014322913,0.3792724609375,0.10736650871508051,0.10113388523910985,0.27762525153882578
0,nearest_well_pixel_disagreement,phase_assignment,lower,111,11.100000000000001,0.073030090332031242,0.071213277180989604,0.37967427571614581,0.10705717161253051,0.1008643302115592,0.27854461211699982
0,nearest_well_pixel_disagreement,phase_assignment,lower,112,11.200000000000001,0.073072814941406244,0.071279907226562494,0.38016255696614581,0.10675373985653831,0.1006001835777646,0.27945191519601004
0,nearest_well_pixel_disagreement,phase_assignment,lower,113,11.300000000000001,0.073202006022135419,0.071393330891927093,0.38057963053385419,0.10645682185800379,0.10034171585488108,0.28034685072997328
0,nearest_well_pixel_disagreement,phase_assignment,lower,114,11.4,0.073286946614583348,0.071429951985677073,0.3809356689453125,0.10616585804007905,0.10008810389111614,0.28122920878449381
0,nearest_well_pixel_disagreement,phase_assignment,lower,115,11.5,0.073291015624999983,0.071461995442708329,0.381317138671875,0.10587998984516531,0.099839181208956046,0.28209953860960141
0,nearest_well_pixel_disagreement,phase_assignment,lower,116,11.600000000000001,0.073329162597656247,0.071483357747395851,0.38173421223958331,0.10559937926544541,0.099594734454977102,0.28295845820985993
0,nearest_well_pixel_disagreement,phase_assignment,lower,117,11.700000000000001,0.07336324055989582,0.071523539225260419,0.382232666015625,0.10532385671240652,0.099354809709423966,0.28380695571247333
0,nearest_well_pixel_disagreement,phase_assignment,lower,118,11.800000000000001,0.073460388183593753,0.07163136800130207,0.38263956705729169,0.10505382731809454,0.099119865288168713,0.28464452021539549
0,nearest_well_pixel_disagreement,phase_assignment,lower,119,11.9,0.073497517903645837,0.071667989095052093,0.38308207194010419,0.10478864824738487,0.09888917725293242,0.28547172653240982
0,nearest_well_pixel_disagreement,phase_assignment,lower,120,12,0.073550415039062483,0.071742248535156247,0.38346354166666669,0.10452832963731554,0.098662952846950966,0.28628832499186196
0,nearest_well_pixel_disagreement,phase_assignment,lower,121,12.100000000000001,0.073590087890625003,0.071798706054687494,0.38385518391927081,0.10427264168899579,0.09844093427841985,0.28709466266894806
0,nearest_well_pixel_disagreement,phase_assignment,lower,122,12.200000000000001,0.073684692382812514,0.07189992268880209,0.38419087727864581,0.10402192079304348,0.098223385003095118,0.2878905332805029
0,nearest_well_pixel_disagreement,phase_assignment,lower,123,12.300000000000001,0.073780822753906253,0.071958414713541669,0.38446553548177081,0.1037760582073594,0.098009848659277601,0.2886756959000254
0,nearest_well_pixel_disagreement,phase_assignment,lower,124,12.4,0.073919169108072919,0.072055562337239573,0.38483683268229169,0.10353527684365549,0.097800539898616021,0.28945118893859206
0,nearest_well_pixel_disagreement,phase_assignment,lower,125,12.5,0.07399037679036459,0.072113037109375,0.3852081298828125,0.10329891764322915,0.097595039876302081,0.29021724446614577
0,nearest_well_pixel_disagreement,phase_assignment,lower,126,12.600000000000001,0.074129231770833318,0.072248331705729169,0.38554890950520831,0.10306741219979747,0.097393875525741982,0.29097384498232887
0,nearest_well_pixel_disagreement,phase_assignment,lower,127,12.700000000000001,0.074161275227864573,0.07231190999348959,0.3858795166015625,0.1028398048220657,0.097196379734149449,0.29172113373523617
0,nearest_well_pixel_disagreement,phase_assignment,lower,128,12.800000000000001,0.074244689941406247,0.072397867838541657,0.38623555501302081,0.10261640548706055,0.097002641359965003,0.29245952765146893
0,nearest_well_pixel_disagreement,phase_assignment,lower,129,12.9,0.074357604980468756,0.072496032714843742,0.3865966796875,0.1023973450180172,0.096812667649537706,0.29318927301608932
0,nearest_well_pixel_disagreement,phase_assignment,lower,130,13,0.074471537272135416,0.072622172037760419,0.3869781494140625,0.10218253111227962,0.096626586914062493,0.29391072591145834
0,nearest_well_pixel_disagreement,phase_assignment,lower,131,13.100000000000001,0.074549357096354157,0.072718811035156261,0.38730875651041669,0.10197159085261609,0.096444084808116642,0.2946236879770992
0,nearest_well_pixel_disagreement,phase_assignment,lower,132,13.200000000000001,0.07468516031901043,0.072848510742187497,0.3876495361328125,0.10176487546978577,0.096265330459132353,0.29532842925100616
0,nearest_well_pixel_disagreement,phase_assignment,lower,133,13.300000000000001,0.07489013671875,0.072981262207031244,0.387939453125,0.10156280976489074,0.096090262276785715,0.29602475273878054
0,nearest_well_pixel_disagreement,phase_assignment,lower,134,13.4,0.07504933675130207,0.073110961914062494,0.38825480143229169,0.10136494802598335,0.095918774960645978,0.29671303668425453
0,nearest_well_pixel_disagreement,phase_assignment,lower,135,13.5,0.075164794921874986,0.073232014973958343,0.3885650634765625,0.10117087281780479,0.095750724886670538,0.29739342206790126
0,nearest_well_pixel_disagreement,phase_assignment,lower,136,13.600000000000001,0.075270589192708348,0.073335266113281256,0.38884480794270831,0.10098042955585554,0.0955859053368662,0.29806585872874541
0,nearest_well_pixel_disagreement,phase_assignment,lower,137,13.700000000000001,0.07537841796875,0.07340240478515625,0.38914998372395831,0.10079355355886939,0.09542398197517489,0.29873070635644766
0,nearest_well_pixel_disagreement,phase_assignment,lower,138,13.800000000000001,0.0754852294921875,0.073522949218749994,0.38935343424479169,0.10061015990621225,0.095265278839258755,0.2993873927904212
0,nearest_well_pixel_disagreement,phase_assignment,lower,139,13.9,0.075612386067708329,0.073643493652343753,0.38966878255208331,0.10043031980665469,0.095109726427842115,0.30003689919158422
0,nearest_well_pixel_disagreement,phase_assignment,lower,140,14,0.075716145833333331,0.073755391438802081,0.3899993896484375,0.10025378999255952,0.094957195463634667,0.30067948840913322
0,nearest_well_pixel_disagreement,phase_assignment,lower,141,14.100000000000001,0.075873311360677084,0.073918660481770843,0.390228271484375,0.10008087879658874,0.09480798599567819,0.30131458616143986
0,nearest_well_pixel_disagreement,phase_assignment,lower,142,14.200000000000001,0.076074218750000006,0.07412618001302082,0.39053853352864581,0.099911817810345138,0.094662339474673562,0.30194292381895543
0,nearest_well_pixel_disagreement,phase_assignment,lower,143,14.300000000000001,0.076216125488281244,0.074227905273437506,0.39084879557291669,0.099746113668232828,0.094519441333406201,0.30256464320185023
0,nearest_well_pixel_disagreement,phase_assignment,lower,144,14.4,0.076396179199218747,0.074399312337239593,0.39113362630208331,0.099583961345531311,0.094379718215377245,0.30317970558449076
0,nearest_well_pixel_disagreement,phase_assignment,lower,145,14.5,0.076534016927083323,0.074534606933593747,0.391448974609375,0.099424996211610994,0.094242855378951149,0.30378845916397268
0,nearest_well_pixel_disagreement,phase_assignment,lower,146,14.600000000000001,0.076657104492187503,0.07465464274088543,0.39173380533854169,0.099269051747779322,0.094108689538964396,0.30439082454873001
0,nearest_well_pixel_disagreement,phase_assignment,lower,147,14.700000000000001,0.07679799397786459,0.074778238932291657,0.39203389485677081,0.099116187409208481,0.09397718987497343,0.30498703591136977
0,nearest_well_pixel_disagreement,phase_assignment,lower,148,14.800000000000001,0.076913960774739581,0.074907430013020831,0.3922576904296875,0.098966172364380989,0.093848340146176462,0.30557670249595303
0,nearest_well_pixel_disagreement,phase_assignment,lower,149,14.9,0.077058919270833318,0.075049845377604174,0.39248148600260419,0.098819143820128991,0.093722175751756495,0.30615995607653451
0,nearest_well_pixel_disagreement,phase_assignment,lower,150,15,0.077214050292968767,0.075208028157552093,0.39277140299479169,0.098675109863281235,0.093598748101128462,0.30673736572265625
0,nearest_well_pixel_disagreement,phase_assignment,lower,151,15.100000000000001,0.077383931477864598,0.075345357259114579,0.39301045735677081,0.098534108681920876,0.093477864718068779,0.30730871070036564
0,nearest_well_pixel_disagreement,phase_assignment,lower,152,15.200000000000001,0.077482604980468744,0.075426737467447907,0.3932342529296875,0.09839561194704291,0.093359107301946256,0.30787401032029532
0,nearest_well_pixel_disagreement,phase_assignment,lower,153,15.300000000000001,0.077588399251302093,0.075510152180989581,0.39345804850260419,0.098259617092822368,0.093242447464554415,0.30843338311887253
