model,system,metric,step,value,metrics_file
LISTA,dysts_QiChen,eval/final_error,6500,2.1991586685180664,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,7000,5.557774543762207,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,7500,350392.65625,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,8000,2.1451456546783447,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,8500,2.122246742248535,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,9000,89.90864562988281,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,9500,1.9563864469528198,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,10000,2.0593652725219727,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,10500,1.9997280836105347,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,11000,2.10154390335083,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,11500,2.201131820678711,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,12000,2.1595451831817627,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,12500,2.1922683715820312,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,13000,2.109341859817505,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,13500,1.8810218572616577,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,14000,2.0693323612213135,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,14500,2.1525440216064453,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,15000,1.8834736347198486,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,15500,3.8699259757995605,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,16000,2.14705228805542,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,16500,2.093308925628662,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,17000,2.187100410461426,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,17500,2.2437186241149902,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,18000,2.1710433959960938,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,18500,2.3608365058898926,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,19000,7920.06640625,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,19500,1.9163047075271606,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,20000,2.658961772918701,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,20500,2.1141107082366943,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,21000,2.010218620300293,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,21500,15049.8212890625,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,22000,1.919475793838501,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,22500,1.9182199239730835,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,23000,2.322577953338623,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,23500,2.2210867404937744,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,24000,2.436307668685913,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,24500,1.9953118562698364,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,25000,1.852254867553711,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,25500,1.9689972400665283,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,26000,2.1712393760681152,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,26500,2.2896440029144287,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,27000,7541450.5,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,27500,5955187.0,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,28000,1.7897374629974365,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,28500,1.9237138032913208,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,29000,2.3317668437957764,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,29500,2.11836314201355,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,30000,491699.21875,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,30500,142778.125,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,31000,390256.09375,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,31500,1521863.0,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,32000,417935.125,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,32500,2866409.75,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,33000,9839.8046875,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,33500,595747.875,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,34000,472920.40625,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,34500,650224.25,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,35000,502475.34375,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,35500,176147.84375,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,36000,199354.078125,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,36500,2226190.0,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,37000,2.304555654525757,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,37500,2.593444347381592,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,38000,9.508995056152344,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,38500,193855.171875,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,39000,14.272011756896973,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,39500,92997.421875,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,40000,2.385006904602051,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,40500,1.9587299823760986,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,41000,5.850616455078125,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,41500,1.9138270616531372,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,42000,10979.1962890625,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,42500,2.012347459793091,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,43000,13.771653175354004,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,43500,1.969105839729309,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,44000,1532.596435546875,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,44500,85.52253723144531,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,45000,2.085292100906372,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,45500,2.243424654006958,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,46000,4.768043041229248,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,46500,4.886192321777344,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,47000,22.78213882446289,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,47500,2.02738881111145,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,48000,2.4284019470214844,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,48500,77.93225860595703,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,49000,2.389735221862793,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,49500,5.09678316116333,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,50000,2.292273998260498,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,50500,45.38737869262695,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,51000,2.2513344287872314,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,51500,2.2329342365264893,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,52000,1.9870303869247437,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,52500,1.9752718210220337,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,53000,2.3269147872924805,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,53500,1.9007823467254639,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
LISTA,dysts_QiChen,eval/final_error,54000,22.764686584472656,/network/scratch/l/lia/skae/dysts_dt30_basinblock_p256_seq10_100k_20260430/dysts_dt30_basinblock_p256_seq10_100k/lista/dysts_QiChen/dt_0p0023511318553094186/seed_0/20260430-180139/metrics_history.jsonl
