root_label,display,system_key,horizon,n_pairs,log10_delta_iqm,log10_delta_median,iqm_ratio_to_dense,candidate_system_iqm,dense_system_iqm,p_raw,p_holm,passes_holm_0p05,reason
lista,LISTA,dysts:LorenzCoupled,4000,15,-0.13886805214877077,-0.14803178991794283,0.6804789472609134,2.110459634235927,3.101432664053781,0.339385986328125,0.89923095703125,False,
lista,LISTA,dysts:LuChenCheng,4000,15,-0.5086864900443478,-0.49984935836231115,0.36741258806375704,0.04636441171169275,0.12619167992046898,0.000152587890625,0.0018310546875,True,
lista,LISTA,dysts:MultiChua,4000,15,-0.49093764172838406,-0.5176184064776909,0.31275717606859194,0.1345410006386893,0.4301771819591522,0.000213623046875,0.00213623046875,True,
lista,LISTA,dysts:QiChen,4000,15,-0.5467644843655056,-0.547338389240027,0.3307290189316398,0.3646620682307652,1.1026007618222917,0.000152587890625,0.0018310546875,True,
lista,LISTA,dysts:Sakarya,4000,15,-0.17931896795859817,-0.20449204985632663,0.6968134697741759,0.901514640876225,1.2937675288745336,0.010772705078125,0.06463623046875,False,
lista,LISTA,dysts:SanUmSrisuchinwong,4000,15,-0.18165653229489737,-0.3008524058771939,0.6585409035194256,0.5164207475525993,0.7841893264225551,0.08441162109375,0.337646484375,False,
lista,LISTA,dysts:ShimizuMorioka,4000,15,-0.13545474181785896,-0.1158992616581888,0.545201903281057,0.12209840651069363,0.22395080753735133,0.29974365234375,0.89923095703125,False,
lista,LISTA,dysts:WangSun,4000,15,-0.1190013475268451,-0.14003921349410603,0.7120559216566016,1.452980637550354,2.040542875017439,0.027679443359375,0.138397216796875,False,
lista,LISTA,dysts:Chua,5000,15,-0.5526094812502796,-0.557891291926765,0.29579609806703283,0.06319315997617583,0.21363757124968938,0.010772705078125,0.075408935546875,False,
lista,LISTA,dysts:Dadras,5000,15,-0.20631738548591824,-0.20872310177246173,0.6328545264717578,1.057684404509408,1.6712915216173445,0.00213623046875,0.01922607421875,True,
lista,LISTA,dysts:DequanLi,5000,15,-0.2800533867560184,-0.33483332036768904,0.5394463583443094,0.44963587181908743,0.8335135919707162,0.005126953125,0.041015625,True,
lista,LISTA,dysts:Hadley,5000,15,0.0681883653530516,0.11473048514228612,0.9515621367365144,0.24271233592714578,0.25506724842957085,0.772857666015625,0.84210205078125,False,
lista,LISTA,dysts:LorenzCoupled,5000,15,-0.10514456817559116,-0.09800494756441053,0.7578180370740384,2.9366787501743863,3.875176634107317,0.35986328125,0.84210205078125,False,
lista,LISTA,dysts:LuChenCheng,5000,15,-0.47341693966119475,-0.49261538308519526,0.369533304115009,0.07414182381970537,0.20063637835638862,9.1552734375e-05,0.001007080078125,True,
lista,LISTA,dysts:MultiChua,5000,15,-0.4045847730822791,-0.4688137123551333,0.3665091497162141,0.2397799619606563,0.6542264010225024,0.000579833984375,0.00579833984375,True,
lista,LISTA,dysts:QiChen,5000,15,-0.4137108305733637,-0.41104096594805406,0.3819186723435639,0.5637009825025286,1.475971255983625,6.103515625e-05,0.000732421875,True,
lista,LISTA,dysts:Sakarya,5000,15,-0.1368046767660333,-0.12281912156670759,0.7423753814204731,1.2597938861165727,1.6969769171306066,0.0364990234375,0.218994140625,False,
lista,LISTA,dysts:SanUmSrisuchinwong,5000,15,-0.13011989386226036,-0.20249618618036863,0.6788487783150152,0.8236418110983712,1.2132920282227653,0.09381103515625,0.375244140625,False,
lista,LISTA,dysts:ShimizuMorioka,5000,15,-0.15442162987715286,-0.14650347722411294,0.5950755277780218,0.3063695856503078,0.514841513974326,0.28070068359375,0.84210205078125,False,
lista,LISTA,dysts:WangSun,5000,15,-0.07918467023064056,-0.09948025322597104,0.7666097695765165,2.0525612149919783,2.677452462060111,0.04730224609375,0.23651123046875,False,
lista_bd,LISTA-BD,dysts:Chua,100,15,-0.3091514469515211,-0.32904699779781454,0.5345963244913562,6.0770703255132374e-05,0.00011367587181403259,0.000152587890625,0.0018310546875,True,
lista_bd,LISTA-BD,dysts:Dadras,100,15,-0.26295711598199206,-0.30211565932142204,0.44770378280917905,0.0003254567522422143,0.0007269466212683999,0.023956298828125,0.215606689453125,False,
lista_bd,LISTA-BD,dysts:DequanLi,100,15,-0.22142185305639625,-0.19493418689286424,0.49801335277873315,0.00020281293628998572,0.0004072439727938285,0.04730224609375,0.3330078125,False,
