root_label,display,system_key,horizon,candidate_system_iqm,dense_system_iqm,ratio_to_dense,log10_ratio_to_dense
lista_sb,LISTA-SB,dysts:DequanLi,1500,0.0370887033641338,0.039100420262132306,0.9485499929537382,-0.02293977485251405
lista_sb,LISTA-SB,dysts:Hadley,1500,0.023467050599200356,0.0251167352710451,0.9343193032835552,-0.029504678420968693
lista_sb,LISTA-SB,dysts:LuChenCheng,1500,0.012288868693368728,0.02337314614227837,0.5257687013362777,-0.27920527072399576
lista_sb,LISTA-SB,dysts:QiChen,1500,0.04143397456833291,0.12993775308132166,0.3188755660750992,-0.49637875741210663
lista_sb,LISTA-SB,dysts:Sakarya,1500,0.18526484497955864,0.27979411291224615,0.662147044665177,-0.17904555497827163
lista_sb,LISTA-SB,dysts:SanUmSrisuchinwong,1500,0.0422830786556005,0.04763759672641749,0.8875989042527068,-0.05178324257939017
lista_sb,LISTA-SB,dysts:ShimizuMorioka,1500,0.057397298514842945,0.013914762064814514,4.124921306414596,0.6154156676699682
lista_sb,LISTA-SB,dysts:WangSun,1500,0.35621157714298796,0.40745570404188974,0.8742338703555529,-0.058372371692666083
lista_sb,LISTA-SB,dysts:Chua,2000,0.02170526023421964,0.029301408944385342,0.7407582439266541,-0.13032350654121885
lista_sb,LISTA-SB,dysts:Dadras,2000,0.30702668854168486,0.42989498376846313,0.714189976934102,-0.1461862490644861
lista_sb,LISTA-SB,dysts:DequanLi,2000,0.06587351432868409,0.0725512163979666,0.9079587855198293,-0.04193386472511676
lista_sb,LISTA-SB,dysts:Hadley,2000,0.040237443255526646,0.04259937389620707,0.9445548038702343,-0.02477283887720457
lista_sb,LISTA-SB,dysts:LuChenCheng,2000,0.022293674626520644,0.04089453310838763,0.5451504866783312,-0.2634835958653793
lista_sb,LISTA-SB,dysts:QiChen,2000,0.1015906195555414,0.2517386717455728,0.4035558734425078,-0.3940963274899322
lista_sb,LISTA-SB,dysts:Sakarya,2000,0.3536821923085621,0.5067468902894429,0.6979464483867804,-0.15617789838303733
lista_sb,LISTA-SB,dysts:SanUmSrisuchinwong,2000,0.0969900052462305,0.10913128725119996,0.8887460937116733,-0.05122229510402621
lista_sb,LISTA-SB,dysts:ShimizuMorioka,2000,0.11938899063638278,0.023799289150961727,5.016493975054641,0.7004002949832754
lista_sb,LISTA-SB,dysts:WangSun,2000,0.5193273680550712,0.7348621189594269,0.7067004199242772,-0.15076465062564504
lista_sb,LISTA-SB,dysts:Chua,3000,0.057597735630614384,0.06270882380860188,0.9184949123972184,-0.03692324493676133
lista_sb,LISTA-SB,dysts:Dadras,3000,0.7523676753044128,0.8405160648482186,0.8951258717943438,-0.048115890290759404
lista_sb,LISTA-SB,dysts:DequanLi,3000,0.1677703176225934,0.19479726254940033,0.8612560332055337,-0.06486772278685006
lista_sb,LISTA-SB,dysts:Hadley,3000,0.0938481763005256,0.09177884033748078,1.0225469831110923,0.009683271727906043
lista_sb,LISTA-SB,dysts:LuChenCheng,3000,0.05301365841712264,0.0832168092685086,0.6370546874258057,-0.19582328441848137
lista_sb,LISTA-SB,dysts:QiChen,3000,0.34643304347991943,0.7036039956978389,0.4923693520761276,-0.3077089879065697
lista_sb,LISTA-SB,dysts:Sakarya,3000,0.7105788503374372,0.9189874274390084,0.7732193380682535,-0.11169729288545188
lista_sb,LISTA-SB,dysts:SanUmSrisuchinwong,3000,0.34595888001578196,0.4068213871547154,0.8503950159439695,-0.07037929382151248
lista_sb,LISTA-SB,dysts:ShimizuMorioka,3000,0.36136092032705036,0.06579638485397607,5.492109044121949,0.739739151432582
lista_sb,LISTA-SB,dysts:WangSun,3000,1.0406710931232996,1.4852567911148071,0.7006674531628908,-0.15448805553346404
lista_sb,LISTA-SB,dysts:Chua,4000,0.11977180306400567,0.11857637975897105,1.0100814623238166,0.004356400724273959
lista_sb,LISTA-SB,dysts:Dadras,4000,1.272904634475708,1.2399299485342843,1.0265939910398993,0.01139871787735327
lista_sb,LISTA-SB,dysts:DequanLi,4000,0.3802350376333509,0.4527665504387447,0.83980372946034,-0.07582220104786513
