root_label,display,system_key,horizon,n_seeds,mse_iqm,mse_log10_iqm,mse_median,mse_q25,mse_q75,full_finite_iqm,full_finite_min
lista_bd,LISTA-BD,dysts:SanUmSrisuchinwong,2000,15,0.038018007629684,-1.4259446308770318,0.0380973145365715,0.028084974735975203,0.0888184327632188,1.0,1.0
lista_bd,LISTA-BD,dysts:ShimizuMorioka,2000,15,0.013328742901129315,-1.8840265398635585,0.011823228560388,0.0094620347954332,0.0304379845038056,1.0,1.0
lista_bd,LISTA-BD,dysts:WangSun,2000,15,0.6288457044533321,-0.2488997348207392,0.7109335064888,0.25916488468647,1.2210931777954102,1.0,1.0
lista_bd,LISTA-BD,dysts:Chua,3000,15,0.014041253099484072,-1.8754203861394214,0.0119178686290979,0.0082932291552424,0.02176445908844465,1.0,1.0
lista_bd,LISTA-BD,dysts:Dadras,3000,15,0.32716502249240875,-0.5104871844923327,0.2927390336990356,0.177991084754467,0.5805061459541321,1.0,1.0
lista_bd,LISTA-BD,dysts:DequanLi,3000,15,0.09687867334910796,-1.0173305244606454,0.0995549410581588,0.0809059105813503,0.11812997236847875,1.0,1.0
lista_bd,LISTA-BD,dysts:Hadley,3000,15,0.07589095618043626,-1.1230623969346933,0.073002815246582,0.06148319132626055,0.11200424656271935,1.0,1.0
lista_bd,LISTA-BD,dysts:LuChenCheng,3000,15,0.0188402983226946,-1.7279255349011613,0.019049372524023,0.0149809080176055,0.023655062541365603,1.0,1.0
lista_bd,LISTA-BD,dysts:QiChen,3000,15,0.1367322270359311,-0.8676145415858459,0.1360940784215927,0.10214089229702944,0.20238555967807764,1.0,1.0
lista_bd,LISTA-BD,dysts:Sakarya,3000,15,0.5453656315803528,-0.27033618667792636,0.516542911529541,0.35274380445480347,0.7458009421825409,1.0,1.0
lista_bd,LISTA-BD,dysts:SanUmSrisuchinwong,3000,15,0.1497109532356262,-0.848831710486475,0.1378117203712463,0.07948879525065419,0.26207843422889704,1.0,1.0
