root_label,system_key,seed,status,h100_best_periodic_mean,h100_best_periodic_mode,h100_best_periodic_full_finite_fraction,h100_best_periodic_finite_step_fraction,h100_best_periodic_num_full_horizon_finite,h100_best_periodic_median_finite_prefix_length,h100_best_periodic_min_finite_prefix_length,h500_best_periodic_mean,h500_best_periodic_mode,h500_best_periodic_full_finite_fraction,h500_best_periodic_finite_step_fraction,h500_best_periodic_num_full_horizon_finite,h500_best_periodic_median_finite_prefix_length,h500_best_periodic_min_finite_prefix_length,h1000_best_periodic_mean,h1000_best_periodic_mode,h1000_best_periodic_full_finite_fraction,h1000_best_periodic_finite_step_fraction,h1000_best_periodic_num_full_horizon_finite,h1000_best_periodic_median_finite_prefix_length,h1000_best_periodic_min_finite_prefix_length,h1500_best_periodic_mean,h1500_best_periodic_mode,h1500_best_periodic_full_finite_fraction,h1500_best_periodic_finite_step_fraction,h1500_best_periodic_num_full_horizon_finite,h1500_best_periodic_median_finite_prefix_length,h1500_best_periodic_min_finite_prefix_length,h2000_best_periodic_mean,h2000_best_periodic_mode,h2000_best_periodic_full_finite_fraction,h2000_best_periodic_finite_step_fraction,h2000_best_periodic_num_full_horizon_finite,h2000_best_periodic_median_finite_prefix_length,h2000_best_periodic_min_finite_prefix_length,h3000_best_periodic_mean,h3000_best_periodic_mode,h3000_best_periodic_full_finite_fraction,h3000_best_periodic_finite_step_fraction,h3000_best_periodic_num_full_horizon_finite,h3000_best_periodic_median_finite_prefix_length,h3000_best_periodic_min_finite_prefix_length,h4000_best_periodic_mean,h4000_best_periodic_mode,h4000_best_periodic_full_finite_fraction,h4000_best_periodic_finite_step_fraction,h4000_best_periodic_num_full_horizon_finite,h4000_best_periodic_median_finite_prefix_length,h4000_best_periodic_min_finite_prefix_length,h5000_best_periodic_mean,h5000_best_periodic_mode,h5000_best_periodic_full_finite_fraction,h5000_best_periodic_finite_step_fraction,h5000_best_periodic_num_full_horizon_finite,h5000_best_periodic_median_finite_prefix_length,h5000_best_periodic_min_finite_prefix_length
lista,dysts:Dadras,5,complete,0.00027289343415759504,periodic_100,1.0,1.0,100.0,100.0,100.0,0.0038681768346577883,periodic_100,1.0,1.0,100.0,500.0,500.0,0.01102832704782486,periodic_100,1.0,1.0,100.0,1000.0,1000.0,0.03454069793224335,periodic_50,1.0,1.0,100.0,1500.0,1500.0,0.04127676412463188,periodic_50,1.0,1.0,100.0,2000.0,2000.0,0.24683059751987457,periodic_100,1.0,1.0,100.0,3000.0,3000.0,0.5448893904685974,periodic_100,1.0,1.0,100.0,4000.0,4000.0,0.8517726063728333,periodic_100,1.0,1.0,100.0,5000.0,5000.0
lista,dysts:Dadras,6,complete,0.0001332358515355736,periodic_50,1.0,1.0,100.0,100.0,100.0,0.005591219291090965,periodic_25,1.0,1.0,100.0,500.0,500.0,0.03205430135130882,periodic_25,1.0,1.0,100.0,1000.0,1000.0,0.05566250905394554,periodic_25,1.0,1.0,100.0,1500.0,1500.0,0.07695277780294418,periodic_50,1.0,1.0,100.0,2000.0,2000.0,0.2067066729068756,periodic_100,1.0,1.0,100.0,3000.0,3000.0,0.5669419765472412,periodic_50,1.0,1.0,100.0,4000.0,4000.0,0.8545516729354858,periodic_50,1.0,1.0,100.0,5000.0,5000.0
lista,dysts:Dadras,7,complete,0.00016267551109194756,periodic_50,1.0,1.0,100.0,100.0,100.0,0.003386132651939988,periodic_50,1.0,1.0,100.0,500.0,500.0,0.014326157979667187,periodic_100,1.0,1.0,100.0,1000.0,1000.0,0.037096358835697174,periodic_150,1.0,1.0,100.0,1500.0,1500.0,0.06167853996157646,periodic_150,1.0,1.0,100.0,2000.0,2000.0,0.2714712917804718,periodic_150,1.0,1.0,100.0,3000.0,3000.0,0.5383947491645813,periodic_50,1.0,1.0,100.0,4000.0,4000.0,1.058526873588562,periodic_25,1.0,1.0,100.0,5000.0,5000.0
lista,dysts:Dadras,8,complete,0.00024537931312806904,periodic_50,1.0,1.0,100.0,100.0,100.0,0.0037878600414842367,periodic_50,1.0,1.0,100.0,500.0,500.0,0.011266500689089298,periodic_50,1.0,1.0,100.0,1000.0,1000.0,0.043314915150403976,periodic_50,1.0,1.0,100.0,1500.0,1500.0,0.07891320437192917,periodic_50,1.0,1.0,100.0,2000.0,2000.0,0.3062445819377899,periodic_50,1.0,1.0,100.0,3000.0,3000.0,0.7990720272064209,periodic_100,1.0,1.0,100.0,4000.0,4000.0,1.1731817722320557,periodic_150,1.0,1.0,100.0,5000.0,5000.0
lista,dysts:Dadras,9,complete,0.0002326950925635174,periodic_50,1.0,1.0,100.0,100.0,100.0,0.004245545715093613,periodic_50,1.0,1.0,100.0,500.0,500.0,0.02501564286649227,periodic_50,1.0,1.0,100.0,1000.0,1000.0,0.05117878317832947,periodic_200,1.0,1.0,100.0,1500.0,1500.0,0.08933090418577194,periodic_200,1.0,1.0,100.0,2000.0,2000.0,0.30756911635398865,periodic_50,1.0,1.0,100.0,3000.0,3000.0,0.5378402471542358,periodic_50,1.0,1.0,100.0,4000.0,4000.0,0.8951313495635986,periodic_50,1.0,1.0,100.0,5000.0,5000.0
lista,dysts:Dadras,10,complete,0.0002756714529823512,periodic_50,1.0,1.0,100.0,100.0,100.0,0.005868245381861925,periodic_50,1.0,1.0,100.0,500.0,500.0,0.05096118152141571,periodic_200,1.0,1.0,100.0,1000.0,1000.0,0.2448124885559082,periodic_200,1.0,1.0,100.0,1500.0,1500.0,0.297020822763443,periodic_200,1.0,1.0,100.0,2000.0,2000.0,0.493114709854126,periodic_200,1.0,1.0,100.0,3000.0,3000.0,0.8753226399421692,periodic_200,1.0,1.0,100.0,4000.0,4000.0,1.508975625038147,periodic_200,1.0,1.0,100.0,5000.0,5000.0
lista,dysts:Dadras,11,complete,0.000308903690893203,periodic_50,1.0,1.0,100.0,100.0,100.0,0.005256364122033119,periodic_100,1.0,1.0,100.0,500.0,500.0,0.089507557451725,periodic_200,1.0,1.0,100.0,1000.0,1000.0,0.13823990523815155,periodic_200,1.0,1.0,100.0,1500.0,1500.0,0.3841356039047241,periodic_200,1.0,1.0,100.0,2000.0,2000.0,0.418014794588089,periodic_150,1.0,1.0,100.0,3000.0,3000.0,0.5973619222640991,periodic_150,1.0,1.0,100.0,4000.0,4000.0,0.8570294380187988,periodic_150,1.0,1.0,100.0,5000.0,5000.0
lista,dysts:Dadras,12,complete,0.0003252200549468398,periodic_50,1.0,1.0,100.0,100.0,100.0,0.00946054421365261,periodic_50,1.0,1.0,100.0,500.0,500.0,0.020037870854139328,periodic_50,1.0,1.0,100.0,1000.0,1000.0,0.04666952043771744,periodic_100,1.0,1.0,100.0,1500.0,1500.0,0.13550372421741486,periodic_150,1.0,1.0,100.0,2000.0,2000.0,0.4163177013397217,periodic_200,1.0,1.0,100.0,3000.0,3000.0,0.8023010492324829,periodic_200,1.0,1.0,100.0,4000.0,4000.0,1.2040702104568481,periodic_200,1.0,1.0,100.0,5000.0,5000.0
lista,dysts:Dadras,13,complete,0.00023791134299244732,periodic_50,1.0,1.0,100.0,100.0,100.0,0.0036255852319300175,periodic_50,1.0,1.0,100.0,500.0,500.0,0.019135840237140656,periodic_100,1.0,1.0,100.0,1000.0,1000.0,0.06250302493572235,periodic_50,1.0,1.0,100.0,1500.0,1500.0,0.1165936067700386,periodic_50,1.0,1.0,100.0,2000.0,2000.0,0.253381609916687,periodic_50,1.0,1.0,100.0,3000.0,3000.0,0.5572552680969238,periodic_100,1.0,1.0,100.0,4000.0,4000.0,1.037278413772583,periodic_100,1.0,1.0,100.0,5000.0,5000.0
lista,dysts:Dadras,14,complete,0.0003316780785098672,periodic_25,1.0,1.0,100.0,100.0,100.0,0.004530891310423613,periodic_50,1.0,1.0,100.0,500.0,500.0,0.04156578704714775,periodic_150,1.0,1.0,100.0,1000.0,1000.0,0.0552307665348053,periodic_150,1.0,1.0,100.0,1500.0,1500.0,0.06345993280410767,periodic_150,1.0,1.0,100.0,2000.0,2000.0,0.24307197332382202,periodic_150,1.0,1.0,100.0,3000.0,3000.0,0.6002635359764099,periodic_100,1.0,1.0,100.0,4000.0,4000.0,0.9119167327880859,periodic_100,1.0,1.0,100.0,5000.0,5000.0
lista,dysts:DequanLi,0,complete,0.00027638065512292087,periodic_100,1.0,1.0,100.0,100.0,100.0,0.0031131815630942583,periodic_200,1.0,1.0,100.0,500.0,500.0,0.010714019648730755,periodic_200,1.0,1.0,100.0,1000.0,1000.0,0.022278647869825363,periodic_200,1.0,1.0,100.0,1500.0,1500.0,0.03939344361424446,periodic_200,1.0,1.0,100.0,2000.0,2000.0,0.10908711701631546,periodic_200,1.0,1.0,100.0,3000.0,3000.0,0.2802669405937195,periodic_200,1.0,1.0,100.0,4000.0,4000.0,0.5078451037406921,periodic_200,1.0,1.0,100.0,5000.0,5000.0
lista,dysts:DequanLi,1,complete,0.0002167234051739797,periodic_100,1.0,1.0,100.0,100.0,100.0,0.002324377652257681,periodic_150,1.0,1.0,100.0,500.0,500.0,0.006993679795414209,periodic_200,1.0,1.0,100.0,1000.0,1000.0,0.014885309152305126,periodic_200,1.0,1.0,100.0,1500.0,1500.0,0.02564326673746109,periodic_200,1.0,1.0,100.0,2000.0,2000.0,0.06507719308137894,periodic_200,1.0,1.0,100.0,3000.0,3000.0,0.16441738605499268,periodic_200,1.0,1.0,100.0,4000.0,4000.0,0.3214150369167328,periodic_200,1.0,1.0,100.0,5000.0,5000.0
