benchmark,source_family,system,seed,method,status,horizon,mse,finite_start_fraction,metric_protocol,source_file
dysts,classical_koopman,dysts:Chua,1,edmd_poly,ok,100,0.1752617958360367,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_Chua/seed_1/rows.csv
dysts,classical_koopman,dysts:Chua,2,edmd_poly,ok,100,0.3005706519876606,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_Chua/seed_2/rows.csv
dysts,classical_koopman,dysts:Dadras,0,edmd_poly,ok,100,4.815756363589241,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_Dadras/seed_0/rows.csv
dysts,classical_koopman,dysts:Dadras,1,edmd_poly,ok,100,4.404825665577104,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_Dadras/seed_1/rows.csv
dysts,classical_koopman,dysts:Dadras,2,edmd_poly,ok,100,4.155738332002273,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_Dadras/seed_2/rows.csv
dysts,classical_koopman,dysts:DequanLi,0,edmd_poly,ok,100,0.5890590134991336,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_DequanLi/seed_0/rows.csv
dysts,classical_koopman,dysts:DequanLi,1,edmd_poly,ok,100,0.6002513894055497,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_DequanLi/seed_1/rows.csv
dysts,classical_koopman,dysts:DequanLi,2,edmd_poly,ok,100,0.7476489331129805,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_DequanLi/seed_2/rows.csv
dysts,classical_koopman,dysts:Hadley,0,edmd_poly,ok,100,0.2691528884482585,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_Hadley/seed_0/rows.csv
dysts,classical_koopman,dysts:Hadley,1,edmd_poly,ok,100,0.20575402287897532,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_Hadley/seed_1/rows.csv
dysts,classical_koopman,dysts:Hadley,2,edmd_poly,ok,100,0.2177581040596213,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_Hadley/seed_2/rows.csv
dysts,classical_koopman,dysts:LuChenCheng,0,edmd_poly,ok,100,10.356834948790482,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_LuChenCheng/seed_0/rows.csv
dysts,classical_koopman,dysts:LuChenCheng,1,edmd_poly,ok,100,6.040085738372402,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_LuChenCheng/seed_1/rows.csv
dysts,classical_koopman,dysts:LuChenCheng,2,edmd_poly,ok,100,7.9958361455435,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_LuChenCheng/seed_2/rows.csv
dysts,classical_koopman,dysts:QiChen,0,edmd_poly,ok,100,1.5972631711074137,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_QiChen/seed_0/rows.csv
dysts,classical_koopman,dysts:QiChen,1,edmd_poly,ok,100,1.3553630617708268,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_QiChen/seed_1/rows.csv
dysts,classical_koopman,dysts:QiChen,2,edmd_poly,ok,100,1.5421795284089581,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_QiChen/seed_2/rows.csv
dysts,classical_koopman,dysts:Sakarya,0,edmd_poly,ok,100,,0.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_Sakarya/seed_0/rows.csv
dysts,classical_koopman,dysts:Sakarya,1,edmd_poly,ok,100,,0.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_Sakarya/seed_1/rows.csv
dysts,classical_koopman,dysts:Sakarya,2,edmd_poly,ok,100,0.859754455214692,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_Sakarya/seed_2/rows.csv
dysts,classical_koopman,dysts:SanUmSrisuchinwong,0,edmd_poly,ok,100,1.8847096679456985,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_SanUmSrisuchinwong/seed_0/rows.csv
dysts,classical_koopman,dysts:SanUmSrisuchinwong,1,edmd_poly,ok,100,1.7706348959276053,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_SanUmSrisuchinwong/seed_1/rows.csv
dysts,classical_koopman,dysts:SanUmSrisuchinwong,2,edmd_poly,ok,100,1.766870635619041,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_SanUmSrisuchinwong/seed_2/rows.csv
dysts,classical_koopman,dysts:ShimizuMorioka,0,edmd_poly,ok,100,3.9969083395164495,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_ShimizuMorioka/seed_0/rows.csv
dysts,classical_koopman,dysts:ShimizuMorioka,1,edmd_poly,ok,100,4.40836011502476,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_ShimizuMorioka/seed_1/rows.csv
dysts,classical_koopman,dysts:ShimizuMorioka,2,edmd_poly,ok,100,3.812354966170774,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_ShimizuMorioka/seed_2/rows.csv
dysts,classical_koopman,dysts:WangSun,0,edmd_poly,ok,100,1.1413243824003905,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_WangSun/seed_0/rows.csv
dysts,classical_koopman,dysts:WangSun,1,edmd_poly,ok,100,1.3301863901566284,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_WangSun/seed_1/rows.csv
dysts,classical_koopman,dysts:WangSun,2,edmd_poly,ok,100,1.0121990079953944,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_WangSun/seed_2/rows.csv
dysts,classical_koopman,dysts:Chua,0,edmd_poly,ok,2000,5.174874833311949,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_Chua/seed_0/rows.csv
dysts,classical_koopman,dysts:Chua,1,edmd_poly,ok,2000,3.7720055139254747,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_Chua/seed_1/rows.csv
dysts,classical_koopman,dysts:Chua,2,edmd_poly,ok,2000,4.686995419487576,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_Chua/seed_2/rows.csv
dysts,classical_koopman,dysts:Dadras,0,edmd_poly,ok,2000,2.895998280042519,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_Dadras/seed_0/rows.csv
dysts,classical_koopman,dysts:Dadras,1,edmd_poly,ok,2000,2.91941054434389,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_Dadras/seed_1/rows.csv
dysts,classical_koopman,dysts:Dadras,2,edmd_poly,ok,2000,2.854908094233589,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_Dadras/seed_2/rows.csv
dysts,classical_koopman,dysts:DequanLi,0,edmd_poly,ok,2000,3.9943419501722057,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_DequanLi/seed_0/rows.csv
dysts,classical_koopman,dysts:DequanLi,1,edmd_poly,ok,2000,4.169789781749031,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_DequanLi/seed_1/rows.csv
dysts,classical_koopman,dysts:DequanLi,2,edmd_poly,ok,2000,4.598615859828149,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_DequanLi/seed_2/rows.csv
dysts,classical_koopman,dysts:Hadley,0,edmd_poly,ok,2000,4.116783216890194,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_Hadley/seed_0/rows.csv
dysts,classical_koopman,dysts:Hadley,1,edmd_poly,ok,2000,4.182462662814649,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_Hadley/seed_1/rows.csv
dysts,classical_koopman,dysts:Hadley,2,edmd_poly,ok,2000,4.04592104878809,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_Hadley/seed_2/rows.csv
dysts,classical_koopman,dysts:LuChenCheng,0,edmd_poly,ok,2000,6.847301923567846,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_LuChenCheng/seed_0/rows.csv
dysts,classical_koopman,dysts:LuChenCheng,1,edmd_poly,ok,2000,6.470164818808332,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_LuChenCheng/seed_1/rows.csv
dysts,classical_koopman,dysts:LuChenCheng,2,edmd_poly,ok,2000,6.6185571217201105,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_LuChenCheng/seed_2/rows.csv
dysts,classical_koopman,dysts:QiChen,0,edmd_poly,ok,2000,3.126295816189863,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_QiChen/seed_0/rows.csv
dysts,classical_koopman,dysts:QiChen,1,edmd_poly,ok,2000,3.1587682614201444,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_QiChen/seed_1/rows.csv
dysts,classical_koopman,dysts:QiChen,2,edmd_poly,ok,2000,3.138269768648432,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_QiChen/seed_2/rows.csv
dysts,classical_koopman,dysts:Sakarya,0,edmd_poly,ok,2000,,0.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_Sakarya/seed_0/rows.csv
dysts,classical_koopman,dysts:Sakarya,1,edmd_poly,ok,2000,,0.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_Sakarya/seed_1/rows.csv
dysts,classical_koopman,dysts:Sakarya,2,edmd_poly,ok,2000,2.8004980797176535,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/dysts_Sakarya/seed_2/rows.csv
