benchmark,source_family,system,seed,method,status,horizon,mse,finite_start_fraction,metric_protocol,source_file
multibasin,classical_koopman,claude:var_l_shape_5,1,dmd,ok,1000,1.7223583527704702,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/claude_var_l_shape_5/seed_1/rows.csv
multibasin,classical_koopman,claude:var_l_shape_5,2,dmd,ok,1000,1.8291301538663252,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/claude_var_l_shape_5/seed_2/rows.csv
multibasin,classical_koopman,gated_local_linear,0,dmd,ok,1000,1.618647658082158,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/gated_local_linear/seed_0/rows.csv
multibasin,classical_koopman,gated_local_linear,1,dmd,ok,1000,1.5296038975020347,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/gated_local_linear/seed_1/rows.csv
multibasin,classical_koopman,gated_local_linear,2,dmd,ok,1000,1.5127661414591558,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/gated_local_linear/seed_2/rows.csv
multibasin,classical_koopman,gated_transfer_linear,0,dmd,ok,1000,1.8871857505019727,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/gated_transfer_linear/seed_0/rows.csv
multibasin,classical_koopman,gated_transfer_linear,1,dmd,ok,1000,1.9195137457965399,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/gated_transfer_linear/seed_1/rows.csv
multibasin,classical_koopman,gated_transfer_linear,2,dmd,ok,1000,1.5684189336726846,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/gated_transfer_linear/seed_2/rows.csv
multibasin,classical_koopman,claude:arrested_spiral,0,edmd_poly,ok,100,0.7010462000905558,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/claude_arrested_spiral/seed_0/rows.csv
multibasin,classical_koopman,claude:arrested_spiral,1,edmd_poly,ok,100,0.7812627173920396,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/claude_arrested_spiral/seed_1/rows.csv
multibasin,classical_koopman,claude:arrested_spiral,2,edmd_poly,ok,100,0.704326503828716,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/claude_arrested_spiral/seed_2/rows.csv
multibasin,classical_koopman,claude:cal_asymmetric_3,0,edmd_poly,ok,100,1.486772222831166,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/claude_cal_asymmetric_3/seed_0/rows.csv
multibasin,classical_koopman,claude:cal_asymmetric_3,1,edmd_poly,ok,100,1.1984789442690116,1.0,ordinary_through_h_mean_finite_starts,runs/classical_koopman/claude_cal_asymmetric_3/seed_1/rows.csv
