horizon_step,physical_time,dense_mean_through_horizon_mean_field_mse,dense_mean_instantaneous_field_mse,dense_pointwise_ci95_lower,dense_pointwise_ci95_upper,sparse_mean_through_horizon_mean_field_mse,sparse_mean_instantaneous_field_mse,sparse_pointwise_ci95_lower,sparse_pointwise_ci95_upper,relative_reduction_of_arm_means,relative_reduction_pointwise_ci95_lower,relative_reduction_pointwise_ci95_upper
126,12.600000000000001,0.044433201063995967,0.047560388222336769,0.042955697711222082,0.045954060870390286,0.040880599832310092,0.046108864744504291,0.039358169487406496,0.042659641066812491,0.079953754098633478,0.041765241543523346,0.11399869458462045
127,12.700000000000001,0.044459455079958812,0.047767461091279981,0.042985895139182342,0.045978403965553902,0.04092337388662607,0.04631290473043919,0.039401321759388791,0.042701762716109877,0.079534964766734606,0.041407312625004154,0.11357854671784719
128,12.800000000000001,0.044486942323662036,0.047977822273969649,0.043017089100127734,0.046001382243581856,0.040967099483532367,0.046520250290632247,0.039446116022857795,0.042743903857626726,0.079120808405335419,0.041061808721517545,0.11312049822028232
129,12.9,0.044515673628495643,0.048193280647198362,0.043049564985389935,0.046027776222887812,0.041011800577031396,0.046733540544907255,0.039492332967291821,0.042786809520540862,0.078710996955942414,0.040734827560550094,0.11270521333982897
130,13,0.044545665633602023,0.048414634292324385,0.043084253970963445,0.046056636040791479,0.041057497435368788,0.046952392160892482,0.039538537716636298,0.042831720615068507,0.078305445627958381,0.040400134175625255,0.11229530505572671
131,13.100000000000001,0.044576923472394475,0.048640442515412968,0.043119165981780852,0.046086040877620978,0.041104201231692124,0.047175694753726329,0.039585803329409031,0.042880821367844213,0.077904035769829072,0.040103496964776553,0.11190378471771895
132,13.200000000000001,0.044609457509347583,0.04887141635020574,0.043155803668355058,0.046115922433973264,0.041151929312300953,0.047404307872056961,0.039634259047111348,0.042929986508403246,0.07750661832913186,0.03979272241186349,0.1114910527105812
133,13.300000000000001,0.044643280342370646,0.049107894301414483,0.043193464876738447,0.046147944813472848,0.041200697926669042,0.047638155023256946,0.039684209644906508,0.042977364144677802,0.077113115104901264,0.039511394296884099,0.11108366609324236
134,13.4,0.044678393608672706,0.049348458026846259,0.043231515765227185,0.046180271923736631,0.041250507447831514,0.047875173762440687,0.039735739124355025,0.043026478616381758,0.076723576744169075,0.039198185839776203,0.11070030572928513
135,13.5,0.044714782886483048,0.049590946113069849,0.043270592651042494,0.046214918959172971,0.041301339426434339,0.048112824559211724,0.039787516973360817,0.043078219288339215,0.076338142325646174,0.038865162140589458,0.11028094639049725
136,13.600000000000001,0.044752408468219276,0.049831862002611152,0.043311812939469285,0.046251661044581997,0.041353150616472982,0.048347661271691315,0.039840716681917944,0.043131638006706642,0.075956981268622936,0.038544392603891697,0.10988791266046294
137,13.700000000000001,0.044791214491655358,0.050068833678960797,0.043353321571877435,0.046289830473580207,0.041405887744523168,0.048578137159347536,0.039893105199114119,0.043187124453430634,0.075580150829866022,0.0382045204312381,0.10951938127362845
138,13.800000000000001,0.044831143644444897,0.050301437576611832,0.04339564317434684,0.046328202042895131,0.041459499632912698,0.048804328342278804,0.039948329529646283,0.043242688037551817,0.075207628836610918,0.037878973452272195,0.10916459120002467
139,13.9,0.044872161173384537,0.050532580167055127,0.043438339726887737,0.046365951898371532,0.041513955211199875,0.049028825014829636,0.040002822298121049,0.04329823892405011,0.074839407649849199,0.037561856907933684,0.10880669353035007
140,14,0.044914247241935559,0.050764210770527528,0.043483925247587089,0.046406197754577508,0.04156923409240941,0.049252998580535251,0.040058278041592399,0.043355479146398257,0.074475547402762077,0.037253618218056755,0.10844441837162674
141,14.100000000000001,0.044957408102022277,0.050999928514162705,0.043528497828650627,0.046448217850821379,0.04162534109710872,0.049480321755011873,0.040116302273621521,0.043415540537563531,0.07411608332384434,0.036962374389535146,0.10807528294441826
142,14.200000000000001,0.045001668866916159,0.051242436716953922,0.043576058296775314,0.046489634794607194,0.041682304809648248,0.049714188277721401,0.040173724770301109,0.043472575878881869,0.073760910225002863,0.036645679385494678,0.10766239770359094
143,14.300000000000001,0.045047032909515575,0.051488726958632471,0.043623689316312983,0.046534644286463041,0.041740133665884152,0.049951831251382826,0.040234205353840112,0.043531382167234262,0.073409923585286418,0.036355889732619245,0.10728433745103294
144,14.4,0.045093504726645299,0.051738974576195085,0.043671870431323812,0.046580328530183547,0.041798833733924692,0.050192943463722862,0.040293997876708294,0.043592598433692557,0.073063094401128237,0.036059146307827174,0.10694338842191495
145,14.5,0.045141081271329139,0.051992103705803559,0.043719996463764337,0.046624942064349507,0.041858408861718641,0.050437227264046668,0.04035501048101605,0.043652630340008214,0.072720287533197703,0.035734023075207025,0.10660766384621069
146,14.600000000000001,0.045189756110786843,0.052247607832153639,0.043770989596813949,0.046673170934371719,0.041918859535139304,0.050684207181135824,0.04041437532659195,0.043717002801928827,0.072381372619684803,0.035454255927326983,0.10626846062154049
147,14.700000000000001,0.045239496283452793,0.052501561492681502,0.043822568616599625,0.046723447831309571,0.041980159104867174,0.050929896285136542,0.040476789074356492,0.043780304368040493,0.072046274745498962,0.035160224522281062,0.10592702237042012
148,14.800000000000001,0.045290265267563835,0.052753305931886027,0.043876312491022522,0.04677297575057375,0.042042277082549158,0.051173619801799464,0.040538956170003894,0.043845517791572725,0.071714929595275145,0.034858586303710304,0.10557544777002448
149,14.9,0.045342056053196821,0.053007092326879501,0.043929519603483104,0.046823193427046113,0.04210521291891401,0.051419716700911521,0.040601594984881431,0.043911199364113196,0.07138721566761852,0.034579622319096941,0.10524499025376477
150,15,0.045394854255020621,0.053261786326766015,0.043985536050465367,0.046873267990557674,0.042168954391032451,0.051666433736681935,0.040664708254124139,0.043975560115670997,0.071063117547764509,0.034291747947168105,0.10489461385175214
151,15.100000000000001,0.045448630667449884,0.053515092531840017,0.044042368754045519,0.046924745734887932,0.042233479393452865,0.05191222975651423,0.040728195847698767,0.044042602976656645,0.070742533422457954,0.03399676258703746,0.10458473107860826
152,15.200000000000001,0.045503353266241511,0.053766465683778117,0.044097909542094714,0.046978943556722802,0.042298758887326378,0.052155962462226549,0.04079322449764923,0.044110238369096791,0.070425455464017239,0.033741407175601187,0.10429164411971867
153,15.300000000000001,0.045558976527295347,0.054013712207476305,0.044157165233735682,0.047032217008725202,0.042364751282584309,0.052395595361789074,0.040858019443232904,0.044176115831948644,0.070111874501774807,0.033452135042045403,0.10396113769196424
154,15.4,0.04561546843224789,0.054258729889988901,0.044215862995872345,0.047087663351154975,0.042431429107935528,0.052633136386672649,0.040925232612364616,0.04424556465456625,0.069801745630247658,0.033208840875343114,0.10363547516502479
155,15.5,0.045672802949143998,0.054502318551143,0.044274777107741886,0.047145859050514397,0.042498767903495216,0.052868942419687905,0.040991884660947144,0.044312847135518425,0.069495078924387998,0.032950111884447908,0.10332513204453846
156,15.600000000000001,0.045730970056456884,0.054746871689955387,0.044332702671054304,0.047203857158748516,0.042566761292087342,0.053105736523866652,0.041058976963047,0.044381707400465618,0.06919181378534478,0.032716650093375411,0.10301244405250443
157,15.700000000000001,0.045789980447026576,0.054995601375897721,0.044397180323388172,0.047262237762316521,0.042635426927761289,0.053347266092896459,0.041126797802770017,0.044450400883209298,0.068891785680378792,0.032483291852993264,0.10269664493911319
158,15.800000000000001,0.04584985080682024,0.05524949729442595,0.044459156116651445,0.047321182825594735,0.042704787286477877,0.053594363604982695,0.041195533684737794,0.044522684711554253,0.068594847420409222,0.03225023709466654,0.1024390208188809
159,15.9,0.045910558321628429,0.055502345661322269,0.044520820236063921,0.047381088289469325,0.042774829178251941,0.05384144807855288,0.041266190392429888,0.044592739516474793,0.068300827914332896,0.03202004490964188,0.10215107859981763
160,16,0.0459720846467341,0.055754770338535306,0.044584260637774903,0.047442829141703745,0.042845539251575235,0.05408844090998173,0.041336700640405372,0.044665974538967326,0.068009650186289239,0.031753882077230448,0.10185671115211581
161,16.100000000000001,0.046034415589171165,0.056007366379102065,0.044647091182862753,0.047502749636576483,0.042916908164896211,0.054335934296250346,0.041407626367513446,0.044738546326856747,0.0677212338719968,0.031519648592416488,0.10157126401457753
162,16.199999999999999,0.04609754712631306,0.056261724606156346,0.044709310242178023,0.047564488880857521,0.042988934087731835,0.054585107664267218,0.041479991452352608,0.044813170721486148,0.067435541202728988,0.031281650150042126,0.10130359240188869
163,16.300000000000001,0.046161480052187155,0.05651861404379209,0.044774503948125065,0.047626591626105261,0.043061615919393378,0.054836072648564979,0.041551652668131579,0.044888734751779034,0.067152615758621081,0.031049159785563135,0.10100972466403119
164,16.400000000000002,0.046226193462839217,0.056774479399124778,0.04484189504772667,0.047691467686809937,0.043134929100051525,0.055084977547327683,0.041625857921591687,0.044960214851075792,0.06687257009973635,0.030831948655796068,0.10072464883427668
165,16.5,0.046291658515580966,0.05702792716523012,0.044909131748206689,0.047756695076070645,0.04320883995618182,0.05533022036155065,0.041697739238314553,0.045034409890882678,0.066595552163280614,0.030603759719819542,0.10041542399318019
166,16.600000000000001,0.046357845368394893,0.057278676082690563,0.044975626113334569,0.047824077944581697,0.043283318216916188,0.055572231238087008,0.041771329167031544,0.045112873876166262,0.066321614541102192,0.030379366816158302,0.10015117711930634
167,16.699999999999999,0.046424714426050881,0.057524977996945371,0.045040914559078785,0.04788821490360666,0.043358324858882351,0.055809427425265304,0.041844792448703615,0.04519081851337365,0.066050800852053282,0.030155195530478174,0.099868340346644047
168,16.800000000000001,0.046492254297204674,0.057771412779887524,0.045108998055599391,0.047955427016944642,0.043433847008938237,0.056046046068271002,0.041919312621688562,0.045268495048263246,0.065783157528034097,0.029917408392910551,0.099566267726874491
169,16.900000000000002,0.046560456068117241,0.058018353581428525,0.045178175638769649,0.048025885712799921,0.04350987697163454,0.056282910704612735,0.041994106711129082,0.045347351770704758,0.065518668717929884,0.029682699593785552,0.099267564818564691
170,17,0.046629334633402963,0.058269812166690825,0.045248131860997159,0.048093545824764106,0.043586434903463318,0.05652472538252671,0.042069893894662307,0.045426933452779171,0.065257198153538809,0.029482425173988549,0.098972522140102395
171,17.100000000000001,0.046698908759807513,0.058526510248581576,0.045318958413574778,0.048162248329391984,0.043663542500205085,0.056771833946307505,0.042146507194574342,0.045508756872346415,0.064998655005293893,0.029270134008604003,0.098680073352330838
172,17.199999999999999,0.046769194987912974,0.058788139993945755,0.045389003697205194,0.048233259767041237,0.043741216549880869,0.057023479044437407,0.042223549385143576,0.045587084193365629,0.064743009556069042,0.028996218046385035,0.098416871723544741
173,17.300000000000001,0.046840228531545521,0.059057998036344837,0.045460281699091942,0.048305143508521803,0.04381949223455954,0.057282909999291101,0.042301285490824306,0.045668055157837513,0.064490212616097775,0.028779473233567145,0.098168008405545792
174,17.400000000000002,0.046912041529870351,0.059335690240065263,0.045532076439723887,0.048376559190741131,0.043898407218913575,0.057550699512163794,0.042378642940153345,0.045748561401262704,0.064240101532096028,0.028575426048164598,0.097908434302903496
175,17.5,0.046984627410769461,0.059614570687214541,0.045605141978373835,0.048448968341662769,0.043977958116857771,0.057819814359148347,0.042456822214497349,0.045829123478915011,0.063992617577350974,0.028371610625868446,0.097664893351284254
176,17.600000000000001,0.047057972657917571,0.059893390908837316,0.045678642164972236,0.048521944158004995,0.04405813599675612,0.058089264978965126,0.042533987066135245,0.045912825420258964,0.063747681672740364,0.028169812682804597,0.097422788248108794
177,17.699999999999999,0.047132067975154936,0.060172843808929122,0.045752904411973591,0.048596185837800426,0.044138934096696794,0.058359399686257044,0.04261398975308564,0.045995483146331465,0.063505252518008204,0.027931170704351027,0.097159554562427947
178,17.800000000000001,0.047206910440091329,0.060454026733835528,0.045827438955087105,0.048672401108377873,0.044220348828112918,0.058630756288766871,0.042694421972702734,0.046080006851225194,0.063265347893685098,0.027696691658823717,0.096894057167279293
179,17.900000000000002,0.047282512765551184,0.060739726697405169,0.045903130653635132,0.04874738951622954,0.044302392430825496,0.058906153713663423,0.042774157769860127,0.046164064837387261,0.063027960241929581,0.027470313509206354,0.096666060586502997
180,18,0.04735886858017356,0.061026559397578242,0.045978352075787612,0.048823910730166564,0.044385060960150984,0.059182727709412561,0.042854244781028554,0.046250129828341653,0.062793046142735287,0.027264668507111067,0.096418744830207306
181,18.100000000000001,0.047435969344132731,0.061314106856783235,0.046055293228635032,0.048902400117195995,0.044468347709385833,0.059459962571660675,0.042935552936601305,0.046334707742002941,0.062560577464281453,0.027030296994147725,0.096186119688156949
182,18.199999999999999,0.04751380208211068,0.061601527656118073,0.046133321350672364,0.048980186547360791,0.044552247230673123,0.059738060583670927,0.043017395328612651,0.046420956278149884,0.062330411831062582,0.026834513731273775,0.095969350637133008
183,18.300000000000001,0.04759236527488097,0.061890866359074911,0.046213284516893674,0.049059025252505946,0.04463675779295586,0.060017680128415428,0.043100020710806375,0.046508849745511144,0.062102554997094606,0.026621381094976054,0.095734907115342729
184,18.400000000000002,0.047671630390096399,0.062177146474520363,0.04629249242534253,0.049139050512264172,0.044721851679091547,0.06029403284192085,0.043184026230963464,0.04659872728836912,0.061877025955832554,0.026420265876314169,0.095490009880400004
185,18.5,0.047751563370630544,0.062459231788913404,0.046372275313563853,0.049220023116717727,0.044807496601463978,0.060566162317991265,0.04326670382171869,0.046687215929020295,0.061653829976534458,0.026248747565197652,0.095291883564641411
186,18.600000000000001,0.047832141070890379,0.062739015618960073,0.046451814270388053,0.049300762438832857,0.04489366910370287,0.06083558201789855,0.04335101971888454,0.046776904878882516,0.061433000936180093,0.026040089775396617,0.095043646743748683
187,18.699999999999999,0.047913351767893991,0.063018541410565371,0.046533844647049211,0.049382005546992375,0.044980360308924348,0.061104924480120337,0.043436249858183444,0.04686628519333301,0.061214491383902669,0.02585198353208084,0.09478574655334665
188,18.800000000000001,0.047995216308280506,0.063303885360558837,0.046616745387461592,0.049465201517685929,0.045067590659035109,0.061379666129748024,0.043521281764743493,0.046956391577016067,0.060998280129436533,0.025652585182873271,0.094547847942766383
189,18.900000000000002,0.04807775936613428,0.063595854242642719,0.046698280047736983,0.049547345656326708,0.045155386550177874,0.061661014085014662,0.043607737244110122,0.047047649722429724,0.060784297240251806,0.025442597838152888,0.09431992862137184
190,19,0.048160992065411905,0.06389197222888468,0.046780863846145701,0.049630062668273849,0.045243759269973163,0.061946203311284385,0.043694852804430154,0.047139738953958281,0.0605725229139088,0.025229201779684459,0.09408503891726494
191,19.100000000000001,0.04824490452064998,0.064188271015882495,0.046864175497282806,0.049713913445274815,0.045332699006725673,0.062231248989701268,0.043782762876162416,0.047229959818300499,0.060362965640813226,0.025070016937169325,0.093860773636133085
192,19.200000000000003,0.048329486163048496,0.064484579861164099,0.046948174390191631,0.049798673220195475,0.045422200116445315,0.06251691207289696,0.043870056164386273,0.047323293441570262,0.060155533969364239,0.024890669445735671,0.093656441847492611
193,19.300000000000001,0.048414720685602472,0.064779749015967031,0.047031277715162551,0.049884303120030837,0.045512248991002591,0.062801632905999813,0.043958212601339412,0.047415739476651807,0.059950189807931986,0.024727731279200468,0.093443512556305355
194,19.400000000000002,0.048500589048969991,0.065073183178901678,0.047115785065923163,0.049969378904490713,0.045602825236317937,0.063084040582180007,0.044044630320685126,0.047509685907100051,0.059746981829978285,0.024518991448228927,0.093234628195738009
195,19.5,0.048587083161896104,0.065366941069563228,0.047200515251017663,0.050055995317335192,0.045693921827289284,0.063366660475730904,0.04413438410156717,0.04760264936113396,0.059545894635546937,0.02434264466034982,0.093041057306150379
196,19.600000000000001,0.048674198231805556,0.065661636864145598,0.047286494428095516,0.05014324624899167,0.045785532343410415,0.063649582987030356,0.044224795119418785,0.047698242683913941,0.059346963963087473,0.024178727615145029,0.092857849503334006
197,19.700000000000003,0.04876192532441942,0.065956435476740197,0.047376169162202005,0.050230651441283913,0.04587764323180047,0.063931377356251082,0.044314895729044249,0.047793058960780482,0.059150291409320821,0.024007992343916644,0.092624462817440772
198,19.800000000000001,0.048850247934335213,0.066249802087744086,0.047462612362296291,0.050320816480300644,0.045970235738326301,0.064210959523916256,0.044404588879214647,0.047886666638450544,0.058955938153686382,0.023865633790554265,0.092397567147265741
199,19.900000000000002,0.04893914230567227,0.066540227830409998,0.04755105863188018,0.050408341672405647,0.046063288201077204,0.064487675825754792,0.044496966984272746,0.047982984426239481,0.058763884471709327,0.023687699456903095,0.09217099135715312
200,20,0.049028595656777418,0.066829812526702878,0.047641129312586655,0.0504981318966796,0.046156788838716843,0.064763415729006138,0.04458765694312751,0.048079632971094292,0.058574119441734296,0.023522097826444446,0.091952907545427287
