horizon_step,physical_time,dense_mean_through_horizon_mean_field_mse,dense_mean_instantaneous_field_mse,dense_pointwise_ci95_lower,dense_pointwise_ci95_upper,sparse_mean_through_horizon_mean_field_mse,sparse_mean_instantaneous_field_mse,sparse_pointwise_ci95_lower,sparse_pointwise_ci95_upper,relative_reduction_of_arm_means,relative_reduction_pointwise_ci95_lower,relative_reduction_pointwise_ci95_upper
19,1.9000000000000001,0.066083743423223484,0.04219353199005127,0.063228267079480649,0.069101311271487345,0.056756672341572598,0.036575204506516454,0.054009955585525751,0.060012302115363514,0.14114017454969296,0.081294760125789733,0.18456115743137372
20,2,0.064853349427382162,0.041475863506396614,0.062058772536615528,0.067802465764029582,0.055722386129200462,0.036070948094129564,0.053029483786473673,0.058916945235338053,0.14079401262699398,0.081249512592436068,0.18375686149513235
21,2.1000000000000001,0.06371092637853018,0.040862465401490529,0.060968972327158102,0.066603400496736409,0.054766634567862474,0.035651603341102601,0.052118834248403946,0.057902552957631769,0.14038866359478686,0.081095582332101693,0.18287861542104036
22,2.2000000000000002,0.062648370354013008,0.040334693839152655,0.059956480220214214,0.065488025872883479,0.05388175530472037,0.035299290778736281,0.051273528234115941,0.056959860461100825,0.13993364870872627,0.081010402681963772,0.18197258826612808
23,2.3000000000000003,0.061658594503566845,0.039883525793751082,0.059014714021586624,0.064445142133863292,0.053061151596299115,0.03500787001103163,0.050493076003521035,0.056084849730107009,0.13943624528727105,0.081065793251465332,0.1810934323992526
24,2.4000000000000004,0.060735402395948754,0.039501983920733133,0.05813946990451465,0.063471446817533833,0.052299029051533184,0.034770210521916547,0.049764628843533706,0.055271577057816705,0.13890372026214326,0.080996626317299203,0.18002429043256193
25,2.5,0.059873480315009754,0.039187350372473395,0.057318919862310101,0.062559331374615432,0.051590334750711932,0.034581671531001723,0.049083657114518182,0.054520541585919756,0.13834414703668585,0.080929234880922005,0.17901896540274018
26,2.6000000000000001,0.059067879793926692,0.038927866766850151,0.056556563240308798,0.061709831291570878,0.050930276897568738,0.034428830568989113,0.048457227223313963,0.053816695399761492,0.13776697123289428,0.080817787933836635,0.17815224740015653
27,2.7000000000000002,0.058313758192974838,0.038706596568226809,0.055837677350198775,0.060913659593688302,0.050314218525625308,0.034296700855096181,0.047868114752511001,0.053161411589862394,0.13718100008023915,0.080642054361336868,0.17715911272117582
28,2.8000000000000003,0.057606753760150509,0.03851763407389322,0.055169233211338348,0.060162685239421462,0.049738161820208744,0.034184630773961541,0.047321851278788282,0.052546156568097926,0.13659148322613635,0.080291374040680194,0.17624553500511381
29,2.9000000000000004,0.056943256673456608,0.038365338246027628,0.054540166158828576,0.059464886910228554,0.049198858409948733,0.034098362922668456,0.046806058015717175,0.051968395162438015,0.13600202580471354,0.080138360038894851,0.1753438678833753
30,3,0.056320092545615298,0.038248332838217415,0.053946015804074703,0.058805967987411542,0.048693406819883316,0.034035310707986363,0.046328478631925671,0.051428304458347458,0.13541678255508738,0.080062997940741898,0.17451190824631682
31,3.1000000000000001,0.05573383357816486,0.038146064554651575,0.053381603470933382,0.058187314152256954,0.048218843376924919,0.033981940088172756,0.0458732814117465,0.050921886905787458,0.13483713067575753,0.079728182471271558,0.17367067271540948
32,3.2000000000000002,0.055181532353162768,0.038060194378097857,0.052852814761766537,0.057605080405968088,0.047772615779346481,0.033939560254414879,0.045445821251681395,0.050443530460373351,0.13426442249553872,0.079508282390904017,0.17283791571633431
33,3.3000000000000003,0.054660805025034474,0.037997530524929365,0.052355521218098625,0.057051837447221677,0.047352636594212419,0.033913302669922506,0.045040946526810365,0.049998110641226771,0.13370034392056496,0.079282360959466391,0.17215954128612132
34,3.4000000000000004,0.054169239114750835,0.037947564075390496,0.051889987812633175,0.056534760345193558,0.046956901853064115,0.033897655395170048,0.044659462147985829,0.049578416343714453,0.13314451854138609,0.079185649693777088,0.17148185996486084
35,3.5,0.053704688563233328,0.037909969811638196,0.051445870434954057,0.056040589795048744,0.046583662551073803,0.033893526283403239,0.044302687125191802,0.04917770858477092,0.13259598375242487,0.079101500908602587,0.17081976809407151
36,3.6000000000000001,0.053265264754494036,0.03788543144861857,0.051021401793782221,0.055575348456838626,0.046231355804398105,0.033900619670748713,0.043965661951935742,0.048802558548696751,0.13205433188994853,0.078902181953345085,0.170133401593556
37,3.7000000000000002,0.05284914765339177,0.037868932013710339,0.050624762754048314,0.05513540632057902,0.04589843794636362,0.03391339505712191,0.043645377300285337,0.048451906154016115,0.13151980714266198,0.078567934427253378,0.16946149968865221
38,3.8000000000000003,0.05245449797233992,0.03785245977342129,0.050249236559478987,0.054720093716556825,0.045583369293691292,0.033925829144815609,0.043347193146565627,0.048119367367114155,0.13099217310728783,0.078310435550216967,0.16889121776683325
39,3.9000000000000004,0.052079861461479436,0.037843674048781403,0.04989129818920205,0.05433026873466805,0.045284994911306942,0.033946768380701542,0.043061353790008625,0.047806811711400686,0.13047013489462289,0.078135799087469274,0.16821431560116132
40,4,0.051723816248898699,0.037838052958250039,0.049547713998084261,0.053955042516036576,0.045002204904643198,0.033973394644757113,0.042791084720132253,0.047501326442385708,0.12995196085127647,0.077896822622158801,0.16765261917718488
41,4.1000000000000005,0.05138493970460524,0.037829877932866414,0.049223278385352329,0.053596077650422,0.044733902760516343,0.034001816995441914,0.042536099892056631,0.047215165091845077,0.12943553076686432,0.077660267657789328,0.16715518547000657
42,4.2000000000000002,0.051062051141782402,0.037823620066046712,0.048910420162987606,0.053258996806846613,0.044479158550264339,0.034034645929932592,0.042295270416116901,0.04694393489809174,0.12891947041531004,0.077492556515366767,0.1666549336657136
43,4.2999999999999998,0.050754145711891407,0.037822117656469346,0.048616094153100087,0.052928335491076915,0.044237221500208208,0.034075865397850666,0.042071372645639975,0.046680210104804165,0.12840181073437551,0.077292940363124299,0.16602211595873539
44,4.4000000000000004,0.050460367367574664,0.037827898561954496,0.04833445689909048,0.052621516151579492,0.044007465198184499,0.034127944211165114,0.041856790839722664,0.046430512516738173,0.12788060226324738,0.077067285843198635,0.16541874087437264
45,4.5,0.050179884055698364,0.037838618333141005,0.048060694315022343,0.052327627327983024,0.043789291935110532,0.034189668359855804,0.041654196960920535,0.046193181352758843,0.12735366453805352,0.076902419047582785,0.16486517238909573
46,4.6000000000000005,0.049912022901833927,0.037858270977934205,0.047801222757476829,0.052045443775537215,0.043582230049144972,0.034264445180694263,0.04146437233438769,0.045965046747182707,0.12681900040674121,0.076619771522246749,0.1642769532172475
47,4.7000000000000002,0.049655993031800225,0.037878619010249776,0.047558618889104398,0.0517751157015615,0.043385638182996011,0.034342412340144318,0.041283407389278798,0.045750632591558794,0.12627589271628525,0.076419219890566437,0.16371458396221816
48,4.8000000000000007,0.049410946985396248,0.037893782804409665,0.047321776070425078,0.051514330379561414,0.043198816347608554,0.034418190084397796,0.041111323823764298,0.045547338853454376,0.12572377209495156,0.076139795493038093,0.16312879888209869
49,4.9000000000000004,0.049176330279026716,0.03791472837328911,0.047096634757559319,0.051264737660483436,0.04302132847104348,0.034501910395920272,0.040950497834163962,0.04535260798916424,0.12516187712787286,0.075857278096836692,0.16252061590641387
50,5,0.04895159932722648,0.037939782689015072,0.046877920366389061,0.051025593171517045,0.042852765119324121,0.034593160885075726,0.040795429837486401,0.045167374627944082,0.12458906944252257,0.075563495158307431,0.16188897557150361
51,5.1000000000000005,0.048736318271436721,0.037972265481948861,0.046670203171609567,0.050798782499726199,0.042692788382322572,0.03469395153224468,0.040652000198956414,0.044986543989515099,0.12400464588758497,0.075282718121501224,0.1612026038301132
52,5.2000000000000002,0.048529976878601777,0.038006565844019249,0.046471696430220248,0.05057988841994069,0.042540943806465621,0.034796870437761147,0.040517381903512451,0.044817881162057462,0.123408941387254,0.074979029016669127,0.16055971878890374
53,5.3000000000000007,0.048331984348079692,0.03803637276093165,0.04628450472927037,0.050372284006491394,0.042396657824891174,0.034893786783019701,0.040386220577653231,0.044657370255522008,0.12280328654505857,0.074662099399620319,0.15987716011839515
54,5.4000000000000004,0.0481418058483137,0.038062345360716184,0.046102349307491547,0.05017149373429057,0.042259435065918505,0.034986628840367004,0.040263635930432772,0.044502401394988012,0.12218841148023207,0.07434072070696407,0.1592292548466708
55,5.5,0.047959117388183418,0.038093940541148189,0.045928785423889305,0.049976585060978927,0.042128981848557789,0.035084508111079535,0.040146627891695853,0.04435603628214449,0.12156469628988853,0.07399157211498919,0.15851381358629479
56,5.6000000000000005,0.047783525503196179,0.038125971828897792,0.045761415734887123,0.049789562513719188,0.042004927179022211,0.03518192035456498,0.040037464400825437,0.044216451737392207,0.1209328584134598,0.073594405201630853,0.15783829155080431
57,5.7000000000000002,0.047614668852143119,0.038158696393171945,0.045606313907045712,0.04960958375639081,0.041886967481576907,0.035281224424640337,0.03993370648146722,0.044082938587696054,0.12029279019775041,0.073184015990845896,0.15714030925921066
58,5.8000000000000007,0.047452222455250125,0.038192777832349131,0.045458257572950217,0.049437944623106439,0.041774852700188929,0.035384310161074004,0.039835866736141083,0.043955074258191493,0.11964391679262754,0.072801118546488283,0.15640941848344098
59,5.9000000000000004,0.047295793478435044,0.038222912823160489,0.045309930890377638,0.049269979421870176,0.0416681842857414,0.035481416247785093,0.039741429297942776,0.043831891661225739,0.11898752042842042,0.072323089382825168,0.15568795160711138
60,6,0.04714520724076364,0.038260619218150771,0.04516529886755679,0.049107342302747499,0.041566780682446229,0.035583968088030819,0.03965310515227935,0.043714128425111985,0.11832436179205252,0.071842466522507115,0.15493775338263402
61,6.1000000000000005,0.047000255494739837,0.038303150733311968,0.045028931849427481,0.04895233702835694,0.041470455656164001,0.035690954079230633,0.03957138117402792,0.043599813650387648,0.11765467613670144,0.071400897071644029,0.15423707567801981
62,6.2000000000000002,0.046860733339863445,0.038349881892402973,0.044899623763336928,0.048803631168219355,0.041378994679619231,0.035799875110387805,0.039492544280089713,0.043492273359374209,0.11697936138743725,0.070922631015655074,0.15349712323199183
63,6.3000000000000007,0.046726314630852181,0.038392354672153788,0.044772573373029152,0.048659655015087788,0.041292073338159499,0.035902950167655941,0.03941745569675708,0.043391856144147888,0.11629937724865191,0.070425425879474313,0.1527706981287994
64,6.4000000000000004,0.046596647740807379,0.038427633667985607,0.044649814098374915,0.048520411710099624,0.041209361386912252,0.035998508458336201,0.039347465461542018,0.043297067086047421,0.11561532030934418,0.06995851729491219,0.15202596328219997
65,6.5,0.046471566871190681,0.038466391215721762,0.04453600715864927,0.048384599364720858,0.041130693385807361,0.03609594131509463,0.039280320443165227,0.043207137284752652,0.11492776863295973,0.069439171886634954,0.15126608318898563
66,6.6000000000000005,0.046351023151943782,0.038515681400895119,0.044423946226156794,0.048250730793001219,0.041056002750804628,0.036201111475626629,0.039218116999848396,0.0431167048757021,0.11423740062396226,0.068956004250222219,0.15051977692325214
67,6.7000000000000002,0.046234851317545081,0.038567510247230527,0.044316399620095301,0.048124523045291287,0.040985100422592007,0.036305546760559082,0.039158427289024515,0.043033809291745599,0.11354531798744882,0.06849914970137258,0.1497532371831613
68,6.8000000000000007,0.046122911846374764,0.038622967277963952,0.044211807402955626,0.048003163440016039,0.040917830553599724,0.036410749331116668,0.039102785507235317,0.042954039885023346,0.11285239991161045,0.067983547041605447,0.14901265027613836
69,6.9000000000000004,0.046015044571696848,0.038680069893598554,0.044113083929543336,0.047886183119833399,0.040854030918635896,0.036515655741095547,0.039049836613714764,0.042880105106699956,0.11215926662897147,0.067544993459375272,0.14816270455192301
70,7,0.045911182003716633,0.03874466481308142,0.044018662617098366,0.047773104679016846,0.040793638599238229,0.036626568560798954,0.038999437234386626,0.042807985721244696,0.11146616534647535,0.066992436670775923,0.14742175879217734
71,7.1000000000000005,0.045811209500605514,0.038813134282827379,0.04392738503487037,0.047660399158681997,0.040736534239225818,0.036739229038357732,0.03895475686291678,0.042738298588594147,0.11077365816575135,0.066459445522288649,0.14667402501226412
72,7.2000000000000002,0.045714921785380551,0.038878494004408515,0.043841554479742487,0.047554737976665984,0.040682497152334282,0.03684586398303509,0.038910879213255138,0.042673210795145251,0.11008275715032767,0.065954979974342479,0.14592720094597078
73,7.3000000000000007,0.045622211829100028,0.038947094976902005,0.043758852628812392,0.047453468827079966,0.040631400580309562,0.036952447394529978,0.038869165632720679,0.042614275328262133,0.10939432896164603,0.065451329383135984,0.14520435510282531
74,7.4000000000000004,0.045533077494316808,0.039026271055142087,0.043678813278842883,0.047352942565942677,0.040583222348511486,0.0370662114272515,0.038829862972499109,0.042557323991681807,0.10870899614512408,0.064951649003191059,0.14445686883217415
75,7.5,0.045447352356380886,0.039103692149122564,0.043602527196250025,0.047254859934664439,0.040537771801981662,0.037174431358774504,0.038792029314053553,0.042502242676168672,0.10802786740798798,0.064479408418544909,0.14372672286722166
76,7.6000000000000005,0.045364869564052737,0.039178660139441497,0.043527691224753334,0.04716329556117814,0.040494883865150696,0.037278288602828981,0.038755207678584966,0.04245075387961901,0.1073514758380576,0.064014097452419594,0.14296873327295634
77,7.7000000000000002,0.045285606806799453,0.039261637255549438,0.043456142997062762,0.04707437020230603,0.040454533090613358,0.0373878742257754,0.038723800983804055,0.042396212964221927,0.10668011443010472,0.063497910990602327,0.14221910729500375
78,7.8000000000000007,0.04520953925023985,0.039352337395151447,0.043390478941404985,0.046990525868968062,0.040416688074827449,0.037502621859312052,0.038692415654699074,0.042350884593036174,0.1060141566337014,0.06300481889934284,0.14149293096677185
79,7.9000000000000004,0.045136640257033116,0.039450518786907196,0.043328052298617768,0.046907686771321962,0.040381335807406195,0.037623858948548632,0.038665226248843512,0.042310626225601021,0.10535353146684323,0.062512882555625482,0.14080525343915876
80,8,0.045066895668084417,0.039557073141137752,0.04326974861789494,0.046831002112788456,0.040348483903799193,0.037753183518846829,0.038640321558224965,0.042267565011454275,0.10469795388251513,0.061950167659062791,0.1401100360787905
81,8.0999999999999996,0.045000292412906026,0.039672031998634345,0.043212409438143778,0.046757096395494406,0.040318144466191405,0.037890989457567532,0.038619209695262488,0.042230916351325226,0.10404705604472442,0.061424828510446054,0.13940513062923865
82,8.2000000000000011,0.044936779465496055,0.03979223072528839,0.043159126179913673,0.046685199226873614,0.040290275672677817,0.038032903398076696,0.038598855578669961,0.042193706072166541,0.10340090785513401,0.060919739758541369,0.13864387594257466
83,8.3000000000000007,0.044876317605077029,0.039918445050716393,0.043106276099102572,0.046616381226765771,0.040264841780275944,0.038179262603322661,0.038581048756927604,0.0421607618182748,0.10275967527869023,0.060425789057419618,0.13796976052390361
84,8.4000000000000004,0.044818840514395449,0.040048241987824439,0.043058105255107566,0.046551167860346306,0.040241793076699929,0.038328750679890312,0.038564023174001788,0.042131032877313408,0.10212328978536178,0.059922035466682032,0.13728841203042383
85,8.5,0.044764345096899007,0.040186730027198789,0.043012866718219779,0.046488541927626914,0.04022113496547236,0.038485853622357048,0.038551220893859865,0.042104228972566923,0.10149171447928484,0.059447383801061779,0.13661771509186282
86,8.5999999999999996,0.044712790504617753,0.040330650160710017,0.04297113963947885,0.046429842892680463,0.04020282610196823,0.038646572704116505,0.03854066791344983,0.042078201692955668,0.10086519655228743,0.058970345638047816,0.136008442361989
87,8.7000000000000011,0.044664116282287225,0.040478133161862696,0.042932570454489685,0.046373129480329289,0.040186825679379638,0.03881078933676084,0.038531934838899017,0.042058455113293002,0.10024357304217346,0.05849442556022777,0.13530604091517362
88,8.8000000000000007,0.044618185389448298,0.040622197712461151,0.042896991725481878,0.046319564052321252,0.040173013751733717,0.038971376046538352,0.038523388603211833,0.042038715854340068,0.09962690322152401,0.058006748577068112,0.13460104797126815
89,8.9000000000000004,0.044574892332547168,0.040765103325247763,0.042861168180846981,0.046268391169900648,0.040161301912077139,0.039130660022298494,0.038518362176998736,0.042021980377311786,0.099015167272706206,0.057490964727659903,0.13400825972703287
90,9,0.044534200581687458,0.040912634755174315,0.042828844702906078,0.046220198759153758,0.040151667896382234,0.039294240499536191,0.038515083518758826,0.042005946226538741,0.098408248673207965,0.057031274366327905,0.13333835423844576
91,9.0999999999999996,0.044495992500321338,0.041057265177369115,0.0427990846281305,0.0461757308742093,0.040144006151282961,0.039454449092348416,0.038513399114074934,0.041992948156058266,0.097806254102702606,0.056582248509018794,0.13267105206679664
92,9.2000000000000011,0.044460130346588043,0.041196674356857935,0.0427725221409017,0.046133017086194474,0.040138185230097261,0.039608481402198477,0.03851282017818395,0.041983310345769527,0.097209456715469544,0.056132758184709815,0.13202999377704061
93,9.3000000000000007,0.044426574659497078,0.04133945144712925,0.042747815413981358,0.046094887108144786,0.040134171310371607,0.039764890695611635,0.038513195753217717,0.041974761169887811,0.096617922539024348,0.055656340565632789,0.13141524451283418
94,9.4000000000000004,0.044395235649818635,0.041480707749724385,0.042724662509264669,0.04605574727666082,0.040131880549700752,0.039918839807311694,0.038516578330420589,0.041967819418976121,0.096031815975624824,0.055191466105360597,0.1307953712559014
95,9.5,0.044366054979332707,0.041623071953654292,0.042703628294300612,0.046020479610745318,0.040131254628169952,0.040072418004274371,0.038519326503944108,0.041962577906502568,0.095451361477496222,0.054728728455158936,0.13015996477585634
96,9.6000000000000014,0.044339001098544238,0.041768882423639311,0.042684680889619311,0.045986548683140428,0.040132268273090528,0.040228564540545145,0.03852355225933328,0.041960607182554663,0.094876580915843611,0.054230964445927746,0.12951926266016858
97,9.7000000000000011,0.044314082417496299,0.041921889036893839,0.042667825443228502,0.04595472617599717,0.040134941300703685,0.040391551951567337,0.038533018984739056,0.041959971034310477,0.094307292147441268,0.053783333670644917,0.12893544014573075
98,9.8000000000000007,0.04429135676346669,0.04208696832259496,0.042653112389704803,0.045926615782398851,0.04013933863959649,0.040565880512197811,0.038540904712388101,0.041960656785209771,0.093743304050124543,0.053338164275197775,0.12835099653539467
99,9.9000000000000004,0.044270876650808241,0.042263825610280033,0.042639837382668605,0.04590121570987131,0.040145531949596573,0.040752476329604784,0.03855094466646914,0.041964484105256682,0.093184165602836599,0.0529105106605815,0.12775869875699802
100,10,0.044252639596660939,0.042447171236077941,0.042628866956103593,0.045878861511747034,0.040153541790321462,0.040946516022086148,0.038561369647582368,0.041968857396052536,0.092629453151282126,0.05246779068258655,0.12710725490949368
101,10.100000000000001,0.044236653685422234,0.04263806256155174,0.042619010583611311,0.045856432543342117,0.040163389584141791,0.041148168966174126,0.038574854780753884,0.041973049987918967,0.092078938209169903,0.051986038838807147,0.12655124061779888
102,10.200000000000001,0.044222932490307128,0.042837091783682502,0.042610443994384621,0.04583646109802466,0.040175082309938527,0.04135604761540889,0.038591145217780856,0.041981184444271534,0.091532830421316325,0.051581411613139026,0.12594816226827316
103,10.300000000000001,0.04421146889985765,0.043042182674010596,0.042605780876093943,0.045819204162541038,0.040188611317486245,0.041568570087353388,0.038608231202241126,0.041992815679789172,0.090991267254283859,0.051126200516879626,0.12539338709456416
104,10.4,0.044202221765254554,0.043249766901135446,0.042603381408366545,0.045805400658804826,0.040203935703716408,0.041782347485423088,0.038625799742160148,0.042004485018879704,0.090454413870232786,0.050682231054494736,0.12483499114447887
105,10.5,0.044195156302007418,0.043460348124305409,0.042602444521728018,0.045793674557809784,0.040221028126303168,0.041998640075325958,0.038646398248180509,0.042020106583597158,0.089922256379116772,0.050148117800830394,0.12431049644894478
106,10.600000000000001,0.044190202465972064,0.043670049682259557,0.04260401613307449,0.045783467271376943,0.040239821686614427,0.042213145519296322,0.038669266487887634,0.042035413358957989,0.089394946366212369,0.04971286692953468,0.12372612892296997
107,10.700000000000001,0.044187261968433297,0.04387556922932466,0.042607037740211198,0.045774443110689012,0.040260222783410841,0.042422739043831821,0.038692808698389876,0.042055603884235945,0.088872652662386531,0.049242787201677976,0.12320773523925303
108,10.800000000000001,0.044186226736156291,0.044075456882516545,0.042613246275031547,0.045769221140790371,0.040282129438272044,0.042626141508420305,0.038716487007985981,0.042075139389798774,0.088355525833792026,0.048816245348786536,0.12264222185550766
109,10.9,0.044187036923357834,0.044274537141124413,0.042620887374021227,0.04576519219797185,0.040305486091893931,0.042828004683057468,0.038743796149149121,0.04209494102937069,0.087843655101753737,0.04836323285335295,0.12212038581068851
110,11,0.044189626129739215,0.044471849625309312,0.042630012076009402,0.04576360075424115,0.040330237427331279,0.043028132990002632,0.03877062629489228,0.04212041095484783,0.087336984727521827,0.047924239031288618,0.12160824566502373
111,11.100000000000001,0.044193949745045057,0.044669547428687409,0.042640507330407612,0.045764693578246522,0.040356346676769378,0.043228364114960033,0.038798506430744582,0.042146372427050771,0.086835485183261896,0.047483800178776736,0.12107158240643616
112,11.200000000000001,0.044199939604316438,0.044864813983440402,0.042652573691919403,0.045766832872620969,0.040383746159551218,0.043425088748335824,0.038828524672814342,0.042173632683739665,0.086339336182996496,0.047054245284127494,0.12054956486792323
113,11.300000000000001,0.044207521723610817,0.04505671908458074,0.04266547800473057,0.04577056158191159,0.040412361862187364,0.043617320557435356,0.038864290340429937,0.04219980990310862,0.085848735994546677,0.04667249973830833,0.12003079167592473
114,11.4,0.044216664750891463,0.045249826833605768,0.04267980452912875,0.045775822740434867,0.040442166050994086,0.043810039386153216,0.038900638565404773,0.04222802346140659,0.085363713458765034,0.046250302247071322,0.11950505980707127
115,11.5,0.044227323294549745,0.04544239727159341,0.042695853702616006,0.045782596558548397,0.040473119888076746,0.044001857315500582,0.038933182781845654,0.042257406264246587,0.084884255406332487,0.045833079538689279,0.11898507996200552
116,11.600000000000001,0.044239438901088016,0.045632733652989074,0.042714120377358264,0.045790635573800822,0.040505168034063503,0.044190704822540283,0.038966770610295708,0.042291129731048621,0.084410448228643187,0.045461080196858468,0.11848604117691257
117,11.700000000000001,0.04425295152491824,0.045820415889223406,0.042733140894639011,0.045799444651926341,0.040538266076682469,0.044377639020482702,0.039001948681641425,0.042321706720312088,0.083942094713029047,0.04505834579597881,0.11800003765386102
118,11.800000000000001,0.044267834930307108,0.046009193360805507,0.042754480486188483,0.045811060864457305,0.040572400797831969,0.044566163172324494,0.039039993964709169,0.042355169076183134,0.083478989616118104,0.044685425751321763,0.11751252155497371
119,11.9,0.044284067757907705,0.046199541414777438,0.042775805896142868,0.04582401180446815,0.04060755948632621,0.044756284728646276,0.039073610159565876,0.042386824891873807,0.083021015406268495,0.044332700990081839,0.11706188830622254
120,12,0.044301620054369169,0.046390343333284068,0.042797575118020181,0.045838107662275425,0.040643722849070196,0.044947163015604016,0.039111050448574436,0.042425209341777695,0.082568023490107501,0.043966463600522851,0.1166133720626209
121,12.100000000000001,0.044320445132157035,0.046579454466700553,0.04282250408252531,0.045853016625001984,0.040680848764507074,0.045135958616932231,0.039149265164655653,0.042460410531389603,0.082120031890411282,0.043634293036451742,0.11616372278700193
122,12.200000000000001,0.044340515010506731,0.046768970290819813,0.042847309796943685,0.045870652428415953,0.04071891494960489,0.045324923346439998,0.039189444800910078,0.042497065780389177,0.081676995859062185,0.043265713101300118,0.11570932475628255
123,12.300000000000001,0.04436183902346668,0.046963368604580558,0.042872691997793845,0.04588790660209166,0.040757933665359729,0.045518216987450913,0.039230412719304344,0.0425343415850198,0.081238862892959562,0.04289792906564726,0.11524576443324319
124,12.4,0.044384397249869124,0.047159059097369511,0.042897132944105375,0.045908466697274955,0.040797887191236504,0.045712170874079069,0.039272618460999699,0.042573411059603397,0.080805649752136666,0.042471675661539629,0.11483904579379545
125,12.5,0.044408183566729223,0.04735768685738246,0.042925099630728367,0.045930404412746428,0.040838773713012533,0.045908702413241062,0.039313291994805127,0.042616523894680056,0.080377299115447443,0.042127849086224349,0.11442109869008683
