root_label,system_name,seed,support_scheme,subset,num_states,observed_label_count,family_jaccard_threshold,family_h_basin_given_family,family_unique_count
lista_blockdiag_signsplit_hardinit_basin_partition,claude_duffing_triple_well,1,absolute:0.001,deep,16512,1,0.5,0.0,6.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_duffing_triple_well,2,absolute:0.001,deep,16512,1,0.5,0.0,8.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_duffing_triple_well,3,absolute:0.001,deep,16512,1,0.5,0.0,7.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_duffing_triple_well,4,absolute:0.001,deep,16512,1,0.5,0.0,7.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_duffing_triple_well,5,absolute:0.001,deep,16512,1,0.5,0.0,7.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_duffing_triple_well,6,absolute:0.001,deep,16512,1,0.5,0.0,9.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_duffing_triple_well,7,absolute:0.001,deep,16512,1,0.5,0.0,10.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_duffing_triple_well,8,absolute:0.001,deep,16512,1,0.5,0.0,8.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_duffing_triple_well,9,absolute:0.001,deep,16512,1,0.5,0.0,8.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_duffing_triple_well,10,absolute:0.001,deep,16512,1,0.5,0.0,8.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_duffing_triple_well,11,absolute:0.001,deep,16512,1,0.5,0.0,9.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_duffing_triple_well,12,absolute:0.001,deep,16512,1,0.5,0.0,8.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_duffing_triple_well,13,absolute:0.001,deep,16512,1,0.5,0.0,8.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_duffing_triple_well,14,absolute:0.001,deep,16512,1,0.5,0.0,6.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_snic_multi,0,absolute:0.001,deep,4130,3,0.5,0.0,3.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_snic_multi,1,absolute:0.001,deep,4130,3,0.5,0.0,3.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_snic_multi,2,absolute:0.001,deep,4130,3,0.5,0.0,3.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_snic_multi,3,absolute:0.001,deep,4130,3,0.5,0.0,3.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_snic_multi,4,absolute:0.001,deep,4130,3,0.5,0.0,3.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_snic_multi,5,absolute:0.001,deep,4130,3,0.5,0.0,3.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_snic_multi,6,absolute:0.001,deep,4130,3,0.5,0.0,3.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_snic_multi,7,absolute:0.001,deep,4130,3,0.5,0.0,3.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_snic_multi,8,absolute:0.001,deep,4130,3,0.5,0.0,3.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_snic_multi,9,absolute:0.001,deep,4130,3,0.5,0.0,3.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_snic_multi,10,absolute:0.001,deep,4130,3,0.5,0.0,3.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_snic_multi,11,absolute:0.001,deep,4130,3,0.5,0.0,3.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_snic_multi,12,absolute:0.001,deep,4130,3,0.5,0.0,3.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_snic_multi,13,absolute:0.001,deep,4130,3,0.5,0.0,3.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_snic_multi,14,absolute:0.001,deep,4130,3,0.5,0.0,3.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_transition_routes_4,0,absolute:0.001,deep,4156,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_transition_routes_4,1,absolute:0.001,deep,4156,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_transition_routes_4,2,absolute:0.001,deep,4156,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_transition_routes_4,3,absolute:0.001,deep,4156,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_transition_routes_4,4,absolute:0.001,deep,4156,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_transition_routes_4,5,absolute:0.001,deep,4156,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_transition_routes_4,6,absolute:0.001,deep,4156,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_transition_routes_4,7,absolute:0.001,deep,4156,4,0.5,0.0,4.0
