model,seed,horizon,physical_time,field_mse,final_field_mse,relative_rmse,final_relative_rmse,persistence_field_mse,persistence_final_field_mse,pixel_basin_mean_iou,same_horizon_modal_basin_consistency
direct,13,5,0.5,0.0023151755332946776,0.0028762510046362877,0.35795552424517924,0.2923309544021062,0.018068653345108033,0.03365713730454445,0.966616323942606,0.98046875
direct,13,10,1.0,0.0024142857640981675,0.0023632077500224113,0.2541086577744646,0.18133689739274678,0.03738950788974762,0.07186700403690338,0.9588248540839337,0.9765625
direct,13,20,2.0,0.0024837275967001917,0.002827596734277904,0.18085493697420932,0.1373311651976662,0.07593521475791931,0.1499267965555191,0.9562885229379168,0.9609375
direct,13,40,4.0,0.003269095905125141,0.00544709200039506,0.14566451046495535,0.13400771791247,0.15407073497772217,0.30332282185554504,0.9520788012391872,0.9296875
direct,13,80,8.0,0.005542891100049019,0.009745982009917498,0.13968111370665648,0.14092220748988202,0.2840932846069336,0.4907572567462921,0.9531398888768787,0.96484375
direct,13,120,12.0,0.0074223322172959644,0.012899138499051332,0.1421650298473416,0.15142499795671405,0.3672441005706787,0.562555730342865,0.9520507191936629,0.94921875
direct,13,160,16.0,0.009453047066926956,0.018040919676423073,0.14996021891008138,0.17455157177183017,0.4203583598136902,0.5921219289302826,0.9444108949751446,0.95703125
direct,13,200,20.0,0.011749686598777771,0.023434125818312168,0.1604320884735868,0.19618060264596854,0.45650318145751956,0.6088868975639343,0.936974014963063,0.953125
direct,14,1,0.1,0.0008575152605772018,0.0008575152605772018,0.5114520119443221,0.5114520119443221,0.0032781745539978147,0.0032781745539978147,0.9891444788565676,0.9921875
direct,14,5,0.5,0.0020621578209102155,0.002532979706302285,0.3378298784110539,0.27433250422555366,0.018068653345108033,0.03365713730454445,0.9704601341134873,0.9765625
direct,14,10,1.0,0.002171399537473917,0.0021960713202133775,0.24098776611846404,0.17480685117755443,0.03738950788974762,0.07186700403690338,0.965960958605895,0.98046875
direct,14,20,2.0,0.0023086704313755035,0.002787898643873632,0.17436501744341762,0.13636372603540747,0.07593521475791931,0.1499267965555191,0.9600757708084867,0.96484375
direct,14,40,4.0,0.00322898980230093,0.005543836858123541,0.1447682339340313,0.1351925242170266,0.1540707230567932,0.30332282185554504,0.953966846879441,0.96484375
direct,14,80,8.0,0.006082136556506157,0.012351741082966328,0.14631795023034433,0.15864658377245913,0.28409327268600465,0.4907572567462921,0.9455093493005633,0.9609375
direct,14,120,12.0,0.009227806826432546,0.018476217985153198,0.15851553589136844,0.1812273592966752,0.3672441005706787,0.562555730342865,0.9437207248153134,0.96484375
direct,14,160,16.0,0.012589482963085175,0.026882953010499477,0.1730589653139098,0.21307520445431485,0.4203583598136902,0.5921219289302826,0.9356834255943212,0.9453125
direct,14,200,20.0,0.016570781469345094,0.03800345957279205,0.1905239521014347,0.24982923172956717,0.45650320053100585,0.6088868975639343,0.9255789631483455,0.953125
direct,15,1,0.1,0.0008312021964229643,0.0008312021964229643,0.5035438587396046,0.5035438587396046,0.0032781745539978147,0.0032781745539978147,0.9889277788669539,0.9765625
direct,15,5,0.5,0.00195564990863204,0.002365464926697314,0.32898997407952524,0.26510606855205926,0.018068653345108033,0.03365713730454445,0.9667528021834213,0.9765625
direct,15,10,1.0,0.002033462468534708,0.002046624547801912,0.23320787194652598,0.16875409457786728,0.03738950788974762,0.07186700403690338,0.9613556981771334,0.9765625
direct,15,20,2.0,0.002232799865305424,0.0028380221920087934,0.1714759769600667,0.1375841049021815,0.07593521475791931,0.1499267965555191,0.955785760083491,0.9765625
direct,15,40,4.0,0.0031250882893800735,0.005064281402155757,0.14242003408280168,0.12921304796554775,0.1540707230567932,0.30332282185554504,0.952412632990699,0.95703125
direct,15,80,8.0,0.005231182649731636,0.009291543625295162,0.13569675651428537,0.1375975084834832,0.28409327268600465,0.4907572567462921,0.9512899069792826,0.95703125
direct,15,120,12.0,0.007411045332749684,0.014013740699738264,0.1420568959946159,0.15783171014778205,0.3672441005706787,0.562555730342865,0.948500445010284,0.94140625
direct,15,160,16.0,0.009574487060308456,0.018349742516875267,0.15092038828371004,0.1760392115181555,0.4203583598136902,0.5921219289302826,0.9431267329771279,0.95703125
direct,15,200,20.0,0.012084659337997437,0.02580913994461298,0.16270289961738915,0.2058820348075137,0.45650320053100585,0.6088868975639343,0.9326539791168569,0.9609375
direct,16,1,0.1,0.0012092754477635026,0.0012092754477635026,0.6073605507842061,0.6073605507842061,0.0032781745539978147,0.0032781745539978147,0.9888154944263788,0.9765625
direct,16,5,0.5,0.0036246562376618385,0.005057731876149774,0.4478891266595364,0.3876495766621159,0.018068653345108033,0.03365713730454445,0.9599997663678588,0.9765625
direct,16,10,1.0,0.004242728091776371,0.004606198985129595,0.33685866658945135,0.25316669808905495,0.03738950788974762,0.07186700403690338,0.9485064156447411,0.9921875
direct,16,20,2.0,0.004372508265078068,0.004652803065255284,0.23996268171016025,0.17616421976244934,0.07593521475791931,0.1499267965555191,0.9428884677452585,0.95703125
direct,16,40,4.0,0.005346366576850415,0.008245556615293026,0.18628131977829535,0.16487600096233926,0.1540707230567932,0.30332282185554504,0.9368903525221217,0.96484375
direct,16,80,8.0,0.008669612929224968,0.015209369361400604,0.17469053670896195,0.17604440961833825,0.28409327268600465,0.4907572567462921,0.9356985345260767,0.96875
direct,16,120,12.0,0.01162242442369461,0.020122605375945568,0.17789795322494245,0.18912952365040514,0.3672441005706787,0.562555730342865,0.9307925999960172,0.96875
direct,16,160,16.0,0.014744222909212113,0.02793527953326702,0.18728418251123602,0.21720556001740685,0.4203583598136902,0.5921219289302826,0.9209970449886281,0.9609375
direct,16,200,20.0,0.018297621607780458,0.03717460669577122,0.20020522506633945,0.24708983356191855,0.45650320053100585,0.6088868975639343,0.911430809003683,0.94921875
direct,17,1,0.1,0.0015406487509608269,0.0015406487509608269,0.6855447047905788,0.6855447047905788,0.0032781745539978147,0.0032781745539978147,0.989631716929846,0.96875
direct,17,5,0.5,0.00527242012321949,0.00787430489435792,0.5401844914378034,0.4836904649140472,0.018068653345108033,0.03365713730454445,0.9556763080809318,0.97265625
direct,17,10,1.0,0.006697827577590942,0.007853299379348755,0.4232452639121389,0.3305683778102789,0.03738950788974762,0.07186700403690338,0.93804481580847,0.9765625
direct,17,20,2.0,0.00694800429046154,0.0069752035196870565,0.30248819207524585,0.21569437083132276,0.07593521475791931,0.1499267965555191,0.9274502106338587,0.97265625
direct,17,40,4.0,0.007621968537569046,0.01019725576043129,0.22241983564925807,0.1833534610304518,0.1540707230567932,0.30332282185554504,0.9227869122171242,0.94140625
direct,17,80,8.0,0.011291982606053352,0.01926335785537958,0.19936762044101752,0.19812196705166052,0.28409327268600465,0.4907572567462921,0.91817683633582,0.9375
direct,17,120,12.0,0.01516005645195643,0.027171187102794647,0.20317627568990462,0.2197715798124701,0.3672441005706787,0.562555730342865,0.9096660013233818,0.93359375
direct,17,160,16.0,0.019715118408203124,0.03912130929529667,0.2165657882422058,0.2570402399394298,0.4203583598136902,0.5921219289302826,0.8946722979954709,0.9296875
direct,17,200,20.0,0.02503625988960266,0.05325792729854584,0.23418701563866307,0.2957493616297587,0.45650320053100585,0.6088868975639343,0.8801657948037549,0.93359375
direct,18,1,0.1,0.0008210400119423866,0.0008210400119423866,0.5004562572853795,0.5004562572853795,0.0032781745539978147,0.0032781745539978147,0.9895432363790417,0.984375
direct,18,5,0.5,0.0019095213152468204,0.0023004289250820875,0.3250868200986782,0.26143626033519707,0.018068653345108033,0.03365713730454445,0.9702949867916094,0.9765625
direct,18,10,1.0,0.001990691851824522,0.0020063252886757255,0.23074226151222074,0.16708439996081675,0.03738950788974762,0.07186700403690338,0.9646793485276708,0.9765625
direct,18,20,2.0,0.0021081510931253433,0.002539422712288797,0.16662081491356653,0.13014511423756128,0.07593521475791931,0.1499267965555191,0.9605809189818327,0.95703125
direct,18,40,4.0,0.0029960088431835175,0.005305987782776356,0.13944774159122142,0.1322606275510757,0.1540707230567932,0.30332282185554504,0.9523951175347858,0.9453125
direct,18,80,8.0,0.006103972159326077,0.012859184294939041,0.14658036444921918,0.1618726010401992,0.28409327268600465,0.4907572567462921,0.9438436213439271,0.94140625
direct,18,120,12.0,0.009334079424540202,0.01939093042165041,0.15942569980467447,0.18565923112795576,0.3672441005706787,0.562555730342865,0.9366573501773416,0.93359375
direct,18,160,16.0,0.013163263350725174,0.03011481836438179,0.17695870875441572,0.22551973441900783,0.4203583598136902,0.5921219289302826,0.9229261719228194,0.921875
direct,18,200,20.0,0.017833656668663024,0.04254390858113766,0.1976506684010697,0.2643323877546145,0.45650320053100585,0.6088868975639343,0.9077015224951919,0.91796875
direct,19,1,0.1,0.0009661315707489848,0.0009661315707489848,0.5428778215344098,0.5428778215344098,0.0032781745539978147,0.0032781745539978147,0.9898342629833241,0.9609375
direct,19,5,0.5,0.0024645190685987474,0.0031136792385950685,0.3693203159745915,0.3041573727703477,0.018068653345108033,0.03365713730454445,0.9640262081620676,0.9765625
direct,19,10,1.0,0.002586663048714399,0.0025074471486732364,0.2630238042981148,0.18678892541965678,0.03738950788974762,0.07186700403690338,0.9562321324282401,0.96875
direct,19,20,2.0,0.002650872524827719,0.0030782895628362894,0.18684126937611836,0.14328974311590947,0.07593521475791931,0.1499267965555191,0.9488479965271335,0.94921875
direct,19,40,4.0,0.0036561399698257445,0.0062482343055307865,0.15404632061397047,0.14352452217431227,0.15407073497772217,0.30332282185554504,0.9443813067525209,0.95703125
direct,19,80,8.0,0.006499496102333069,0.011932400520890951,0.15125486761848086,0.15593031137015828,0.2840932846069336,0.4907572567462921,0.943167542382072,0.96484375
direct,19,120,12.0,0.009214871128400167,0.01763179711997509,0.15840439202705964,0.1770376000348995,0.3672441005706787,0.562555730342865,0.9373153797714479,0.94921875
direct,19,160,16.0,0.012265701219439507,0.02508072927594185,0.1708190673485706,0.205809068754849,0.4203583598136902,0.5921219289302826,0.9286439211001738,0.9375
direct,19,200,20.0,0.015857104063034057,0.035275284200906754,0.18637602024969924,0.24069493219180596,0.45650318145751956,0.6088868975639343,0.9165101846391658,0.94140625
direct,20,1,0.1,0.0008815207402221859,0.0008815207402221859,0.518561452237152,0.518561452237152,0.0032781745539978147,0.0032781745539978147,0.9888739878630011,0.9765625
