root_label,system_name,seed,h100_best_periodic_mean,h500_best_periodic_mean,h1000_best_periodic_mean,h100_best_periodic_is_finite,h500_best_periodic_is_finite,h1000_best_periodic_is_finite
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_depth_gradient_4,0,0.0023309674579650164,0.0019304908346384764,0.0018803845159709454,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_depth_gradient_4,1,0.001202761777676642,0.0009643262601457536,0.0009345418075099587,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_depth_gradient_4,2,0.04336382821202278,0.06477899104356766,0.06745561957359314,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_depth_gradient_4,3,0.0032938497606664896,0.002062716521322727,0.001908781472593546,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_depth_gradient_4,4,0.0026929343584924936,0.0025571235455572605,0.0025401879101991653,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_depth_gradient_4,5,0.0009998882887884974,0.00028934344300068915,0.00020053386106155813,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_depth_gradient_4,6,0.0026663257740437984,0.002223880961537361,0.0021687098778784275,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_depth_gradient_4,7,0.016927525401115417,0.051307111978530884,0.055604614317417145,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_depth_gradient_4,8,0.002196000888943672,0.0011625655461102724,0.0010333654936403036,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_depth_gradient_4,9,0.0031521788332611322,0.0020628466736525297,0.0019257802050560713,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_diamond_4,0,0.009096992202103138,0.22259768843650818,0.2891286313533783,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_diamond_4,1,0.0053864954970777035,0.0035066583659499884,0.003179289633408189,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_diamond_4,2,0.0011274495627731085,0.04740186035633087,0.06790027022361755,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_diamond_4,3,0.00864699762314558,0.07865557819604874,0.1297745257616043,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_diamond_4,4,0.004509187303483486,0.04178303852677345,0.06520714610815048,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_diamond_4,5,0.0010458261240273714,0.002733048750087619,0.001540534314699471,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_diamond_4,6,0.00670606316998601,0.17189285159111023,0.22198398411273956,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_diamond_4,7,0.005760902538895607,0.07416877895593643,0.12645307183265686,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_diamond_4,8,0.044278472661972046,0.13815239071846008,0.16386501491069794,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_diamond_4,9,0.02322305366396904,0.17435771226882935,0.22236961126327515,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_l_shape_5,0,0.026136238127946854,0.03764430060982704,0.03911485895514488,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_l_shape_5,1,0.02291061170399189,0.26389265060424805,0.6486660838127136,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_l_shape_5,2,0.006476505193859339,0.0047454689629375935,0.004290265962481499,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_l_shape_5,3,0.024233629927039146,0.3266737759113312,0.6235264539718628,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_l_shape_5,4,0.030985703691840172,0.6890803575515747,0.8074045777320862,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_l_shape_5,5,0.003471530042588711,0.46954452991485596,0.6552444696426392,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_l_shape_5,6,0.006344059482216835,0.04641237109899521,0.0543396957218647,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_l_shape_5,7,0.0037838786374777555,0.0029156398959457874,0.0028042923659086227,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_l_shape_5,8,0.0021967070642858744,0.001953222556039691,0.0019019879400730133,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_l_shape_5,9,0.005996717140078545,0.03157508000731468,0.03621770441532135,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,gated_local_linear,0,0.0012811936903744936,0.00145352678373456,0.0015006311004981399,True,True,True
