benchmark,condition,model,split,horizon,latent_dim,sparsity_coefficient,metric_name,mean,std,ci95_low,ci95_high,n,bootstrap_resamples
pdebench_swe,clean_or_fixture,skae_conv_k_l1,test,0,16,0.0001,valid_prediction_time,1.0,0.0,1.0,1.0,1,2000
pdebench_swe,clean_or_fixture,skae_conv_k_l1,test,1,16,0.0001,max_abs_error,5.520205020904541,0.0,5.520205020904541,5.520205020904541,1,2000
pdebench_swe,clean_or_fixture,skae_conv_k_l1,test,1,16,0.0001,nrmse,1.0242681931700914,0.0,1.0242681931700914,1.0242681931700914,1,2000
pdebench_swe,clean_or_fixture,skae_conv_k_l1,test,1,16,0.0001,power_spectrum_error,0.7497080564498901,0.0,0.7497080564498901,0.7497080564498901,1,2000
pdebench_swe,clean_or_fixture,skae_conv_k_l1,test,1,16,0.0001,relative_l2,1.0242682695388794,0.0,1.0242682695388794,1.0242682695388794,1,2000
pdebench_swe,clean_or_fixture,skae_conv_k_l1,test,1,16,0.0001,temporal_corr,0.009296316666118123,0.0,0.009296316666118123,0.009296316666118123,1,2000
pdebench_swe,clean_or_fixture,skae_conv_k_l1,test,10,16,0.0001,autocorr_error,0.805463969707489,0.0,0.805463969707489,0.805463969707489,1,2000
pdebench_swe,clean_or_fixture,skae_conv_k_l1,test,10,16,0.0001,max_abs_error,6.89457368850708,0.0,6.89457368850708,6.89457368850708,1,2000
pdebench_swe,clean_or_fixture,skae_conv_k_l1,test,10,16,0.0001,nrmse,1.0125054110101328,0.0,1.0125054110101328,1.0125054110101328,1,2000
pdebench_swe,clean_or_fixture,skae_conv_k_l1,test,10,16,0.0001,power_spectrum_error,0.7659764289855957,0.0,0.7659764289855957,0.7659764289855957,1,2000
pdebench_swe,clean_or_fixture,skae_conv_k_l1,test,10,16,0.0001,relative_l2,1.0125054121017456,0.0,1.0125054121017456,1.0125054121017456,1,2000
pdebench_swe,clean_or_fixture,skae_conv_k_l1,test,10,16,0.0001,temporal_corr,0.08059852280985796,0.0,0.08059852280985796,0.08059852280985796,1,2000
pdebench_swe,clean_or_fixture,skae_conv_k_l1,test,5,16,0.0001,autocorr_error,0.6028543710708618,0.0,0.6028543710708618,0.6028543710708618,1,2000
pdebench_swe,clean_or_fixture,skae_conv_k_l1,test,5,16,0.0001,max_abs_error,5.520205020904541,0.0,5.520205020904541,5.520205020904541,1,2000
pdebench_swe,clean_or_fixture,skae_conv_k_l1,test,5,16,0.0001,nrmse,1.0465717722459513,0.0,1.0465717722459513,1.0465717722459513,1,2000
pdebench_swe,clean_or_fixture,skae_conv_k_l1,test,5,16,0.0001,power_spectrum_error,0.7187734246253967,0.0,0.7187734246253967,0.7187734246253967,1,2000
pdebench_swe,clean_or_fixture,skae_conv_k_l1,test,5,16,0.0001,relative_l2,1.0465717315673828,0.0,1.0465717315673828,1.0465717315673828,1,2000
pdebench_swe,clean_or_fixture,skae_conv_k_l1,test,5,16,0.0001,temporal_corr,-0.023019015540835974,0.0,-0.023019015540835974,-0.023019015540835974,1,2000
silverbox,free_run,dense_controlled_kae,test,0,8,0.0,avg_active_per_coord_1e2,2.875,0.0,2.875,2.875,1,2000
silverbox,free_run,dense_controlled_kae,test,0,8,0.0,avg_active_per_coord_1e3,7.5,0.0,7.5,7.5,1,2000
silverbox,free_run,dense_controlled_kae,test,0,8,0.0,avg_active_per_coord_1e4,8.0,0.0,8.0,8.0,1,2000
silverbox,free_run,dense_controlled_kae,test,0,8,0.0,effective_density_1e2,0.359375,0.0,0.359375,0.359375,1,2000
silverbox,free_run,dense_controlled_kae,test,0,8,0.0,effective_density_1e3,0.9375,0.0,0.9375,0.9375,1,2000
silverbox,free_run,dense_controlled_kae,test,0,8,0.0,effective_density_1e4,1.0,0.0,1.0,1.0,1,2000
silverbox,free_run,dense_controlled_kae,test,0,8,0.0,inference_time_seconds,0.008279139176011086,0.0,0.008279139176011086,0.008279139176011086,1,2000
silverbox,free_run,dense_controlled_kae,test,0,8,0.0,k_l0_exact,0.0,0.0,0.0,0.0,1,2000
silverbox,free_run,dense_controlled_kae,test,0,8,0.0,k_l1,8.353249549865723,0.0,8.353249549865723,8.353249549865723,1,2000
silverbox,free_run,dense_controlled_kae,test,0,8,0.0,k_max_abs,1.0007119178771973,0.0,1.0007119178771973,1.0007119178771973,1,2000
silverbox,free_run,dense_controlled_kae,test,0,8,0.0,spectral_radius,1.0118976831436157,0.0,1.0118976831436157,1.0118976831436157,1,2000
silverbox,free_run,dense_controlled_kae,test,0,8,0.0,valid_prediction_never_crossed,0.0,0.0,0.0,0.0,1,2000
silverbox,free_run,dense_controlled_kae,test,0,8,0.0,valid_prediction_time,10.0,0.0,10.0,10.0,1,2000
silverbox,free_run,dense_controlled_kae,test,10,8,0.0,autocorr_error,0.4604804515838623,0.0,0.4604804515838623,0.4604804515838623,1,2000
silverbox,free_run,dense_controlled_kae,test,10,8,0.0,max_abs_error,0.8628182411193848,0.0,0.8628182411193848,0.8628182411193848,1,2000
silverbox,free_run,dense_controlled_kae,test,10,8,0.0,nrmse,1.2590097677138385,0.0,1.2590097677138385,1.2590097677138385,1,2000
silverbox,free_run,dense_controlled_kae,test,10,8,0.0,power_spectrum_error,1.1809380054473877,0.0,1.1809380054473877,1.1809380054473877,1,2000
silverbox,free_run,dense_controlled_kae,test,10,8,0.0,relative_l2,1.259009838104248,0.0,1.259009838104248,1.259009838104248,1,2000
silverbox,free_run,dense_controlled_kae,test,10,8,0.0,temporal_corr,-0.47255904909191365,0.0,-0.47255904909191365,-0.47255904909191365,1,2000
silverbox,free_run,dense_controlled_kae,test,100,8,0.0,autocorr_error,1.8466060161590576,0.0,1.8466060161590576,1.8466060161590576,1,2000
silverbox,free_run,dense_controlled_kae,test,100,8,0.0,max_abs_error,2.0223891735076904,0.0,2.0223891735076904,2.0223891735076904,1,2000
silverbox,free_run,dense_controlled_kae,test,100,8,0.0,nrmse,1.1610807909719008,0.0,1.1610807909719008,1.1610807909719008,1,2000
silverbox,free_run,dense_controlled_kae,test,100,8,0.0,power_spectrum_error,0.8882641792297363,0.0,0.8882641792297363,0.8882641792297363,1,2000
silverbox,free_run,dense_controlled_kae,test,100,8,0.0,relative_l2,1.1610808372497559,0.0,1.1610808372497559,1.1610808372497559,1,2000
silverbox,free_run,dense_controlled_kae,test,100,8,0.0,temporal_corr,-0.4111511417486359,0.0,-0.4111511417486359,-0.4111511417486359,1,2000
silverbox,free_run,dense_controlled_kae,test,50,8,0.0,autocorr_error,2.15159273147583,0.0,2.15159273147583,2.15159273147583,1,2000
silverbox,free_run,dense_controlled_kae,test,50,8,0.0,max_abs_error,2.0223891735076904,0.0,2.0223891735076904,2.0223891735076904,1,2000
silverbox,free_run,dense_controlled_kae,test,50,8,0.0,nrmse,1.1945266754128836,0.0,1.1945266754128836,1.1945266754128836,1,2000
silverbox,free_run,dense_controlled_kae,test,50,8,0.0,power_spectrum_error,0.930274486541748,0.0,0.930274486541748,0.930274486541748,1,2000
silverbox,free_run,dense_controlled_kae,test,50,8,0.0,relative_l2,1.1945266723632812,0.0,1.1945266723632812,1.1945266723632812,1,2000
silverbox,free_run,dense_controlled_kae,test,50,8,0.0,temporal_corr,-0.3861593932439217,0.0,-0.3861593932439217,-0.3861593932439217,1,2000
silverbox,free_run,dense_controlled_kae,test,79,8,0.0,fit_percent,-16.5194034576416,0.0,-16.5194034576416,-16.5194034576416,1,2000
silverbox,free_run,linear_arx,test,0,0,0.0,valid_prediction_never_crossed,1.0,0.0,1.0,1.0,1,2000
silverbox,free_run,linear_arx,test,0,0,0.0,valid_prediction_time,100.0,0.0,100.0,100.0,1,2000
silverbox,free_run,linear_arx,test,10,0,0.0,autocorr_error,0.38958093523979187,0.0,0.38958093523979187,0.38958093523979187,1,2000
silverbox,free_run,linear_arx,test,10,0,0.0,max_abs_error,0.18447229266166687,0.0,0.18447229266166687,0.18447229266166687,1,2000
silverbox,free_run,linear_arx,test,10,0,0.0,nrmse,0.24069325560178398,0.0,0.24069325560178398,0.24069325560178398,1,2000
silverbox,free_run,linear_arx,test,10,0,0.0,power_spectrum_error,0.17520594596862793,0.0,0.17520594596862793,0.17520594596862793,1,2000
silverbox,free_run,linear_arx,test,10,0,0.0,relative_l2,0.24069327116012573,0.0,0.24069327116012573,0.24069327116012573,1,2000
silverbox,free_run,linear_arx,test,10,0,0.0,temporal_corr,0.9720021746888587,0.0,0.9720021746888587,0.9720021746888587,1,2000
silverbox,free_run,linear_arx,test,100,0,0.0,autocorr_error,0.12032458931207657,0.0,0.12032458931207657,0.12032458931207657,1,2000
silverbox,free_run,linear_arx,test,100,0,0.0,max_abs_error,0.2563554644584656,0.0,0.2563554644584656,0.2563554644584656,1,2000
silverbox,free_run,linear_arx,test,100,0,0.0,nrmse,0.14579778650648895,0.0,0.14579778650648895,0.14579778650648895,1,2000
silverbox,free_run,linear_arx,test,100,0,0.0,power_spectrum_error,0.10118065774440765,0.0,0.10118065774440765,0.10118065774440765,1,2000
silverbox,free_run,linear_arx,test,100,0,0.0,relative_l2,0.14579778909683228,0.0,0.14579778909683228,0.14579778909683228,1,2000
silverbox,free_run,linear_arx,test,100,0,0.0,temporal_corr,0.9894370891782609,0.0,0.9894370891782609,0.9894370891782609,1,2000
silverbox,free_run,linear_arx,test,50,0,0.0,autocorr_error,0.2634812891483307,0.0,0.2634812891483307,0.2634812891483307,1,2000
silverbox,free_run,linear_arx,test,50,0,0.0,max_abs_error,0.23590104281902313,0.0,0.23590104281902313,0.23590104281902313,1,2000
silverbox,free_run,linear_arx,test,50,0,0.0,nrmse,0.1527288749435834,0.0,0.1527288749435834,0.1527288749435834,1,2000
silverbox,free_run,linear_arx,test,50,0,0.0,power_spectrum_error,0.12657585740089417,0.0,0.12657585740089417,0.12657585740089417,1,2000
silverbox,free_run,linear_arx,test,50,0,0.0,relative_l2,0.152728870511055,0.0,0.152728870511055,0.152728870511055,1,2000
silverbox,free_run,linear_arx,test,50,0,0.0,temporal_corr,0.9882958352226476,0.0,0.9882958352226476,0.9882958352226476,1,2000
silverbox,free_run,skae_controlled_k_l1,test,0,8,0.0001,avg_active_per_coord_1e2,3.5,0.0,3.5,3.5,1,2000
silverbox,free_run,skae_controlled_k_l1,test,0,8,0.0001,avg_active_per_coord_1e3,7.625,0.0,7.625,7.625,1,2000
silverbox,free_run,skae_controlled_k_l1,test,0,8,0.0001,avg_active_per_coord_1e4,8.0,0.0,8.0,8.0,1,2000
silverbox,free_run,skae_controlled_k_l1,test,0,8,0.0001,effective_density_1e2,0.4375,0.0,0.4375,0.4375,1,2000
silverbox,free_run,skae_controlled_k_l1,test,0,8,0.0001,effective_density_1e3,0.953125,0.0,0.953125,0.953125,1,2000
silverbox,free_run,skae_controlled_k_l1,test,0,8,0.0001,effective_density_1e4,1.0,0.0,1.0,1.0,1,2000
silverbox,free_run,skae_controlled_k_l1,test,0,8,0.0001,inference_time_seconds,0.005313761066645384,0.0,0.005313761066645384,0.005313761066645384,1,2000
silverbox,free_run,skae_controlled_k_l1,test,0,8,0.0001,k_l0_exact,0.0,0.0,0.0,0.0,1,2000
silverbox,free_run,skae_controlled_k_l1,test,0,8,0.0001,k_l1,8.498186111450195,0.0,8.498186111450195,8.498186111450195,1,2000
silverbox,free_run,skae_controlled_k_l1,test,0,8,0.0001,k_max_abs,1.012036681175232,0.0,1.012036681175232,1.012036681175232,1,2000
silverbox,free_run,skae_controlled_k_l1,test,0,8,0.0001,spectral_radius,1.020052433013916,0.0,1.020052433013916,1.020052433013916,1,2000
silverbox,free_run,skae_controlled_k_l1,test,0,8,0.0001,valid_prediction_never_crossed,0.0,0.0,0.0,0.0,1,2000
silverbox,free_run,skae_controlled_k_l1,test,0,8,0.0001,valid_prediction_time,10.0,0.0,10.0,10.0,1,2000
silverbox,free_run,skae_controlled_k_l1,test,10,8,0.0001,autocorr_error,0.46400517225265503,0.0,0.46400517225265503,0.46400517225265503,1,2000
silverbox,free_run,skae_controlled_k_l1,test,10,8,0.0001,max_abs_error,0.8196577429771423,0.0,0.8196577429771423,0.8196577429771423,1,2000
silverbox,free_run,skae_controlled_k_l1,test,10,8,0.0001,nrmse,1.0471106552118532,0.0,1.0471106552118532,1.0471106552118532,1,2000
silverbox,free_run,skae_controlled_k_l1,test,10,8,0.0001,power_spectrum_error,1.0182435512542725,0.0,1.0182435512542725,1.0182435512542725,1,2000
silverbox,free_run,skae_controlled_k_l1,test,10,8,0.0001,relative_l2,1.047110676765442,0.0,1.047110676765442,1.047110676765442,1,2000
silverbox,free_run,skae_controlled_k_l1,test,10,8,0.0001,temporal_corr,-0.44266534110357075,0.0,-0.44266534110357075,-0.44266534110357075,1,2000
silverbox,free_run,skae_controlled_k_l1,test,100,8,0.0001,autocorr_error,2.8402557373046875,0.0,2.8402557373046875,2.8402557373046875,1,2000
silverbox,free_run,skae_controlled_k_l1,test,100,8,0.0001,max_abs_error,1.7436566352844238,0.0,1.7436566352844238,1.7436566352844238,1,2000
silverbox,free_run,skae_controlled_k_l1,test,100,8,0.0001,nrmse,1.064646097847093,0.0,1.064646097847093,1.064646097847093,1,2000
silverbox,free_run,skae_controlled_k_l1,test,100,8,0.0001,power_spectrum_error,0.9002101421356201,0.0,0.9002101421356201,0.9002101421356201,1,2000
silverbox,free_run,skae_controlled_k_l1,test,100,8,0.0001,relative_l2,1.0646461248397827,0.0,1.0646461248397827,1.0646461248397827,1,2000
silverbox,free_run,skae_controlled_k_l1,test,100,8,0.0001,temporal_corr,-0.3832916378887638,0.0,-0.3832916378887638,-0.3832916378887638,1,2000
silverbox,free_run,skae_controlled_k_l1,test,50,8,0.0001,autocorr_error,2.327294111251831,0.0,2.327294111251831,2.327294111251831,1,2000
silverbox,free_run,skae_controlled_k_l1,test,50,8,0.0001,max_abs_error,1.6238353252410889,0.0,1.6238353252410889,1.6238353252410889,1,2000
silverbox,free_run,skae_controlled_k_l1,test,50,8,0.0001,nrmse,1.0537059314759245,0.0,1.0537059314759245,1.0537059314759245,1,2000
silverbox,free_run,skae_controlled_k_l1,test,50,8,0.0001,power_spectrum_error,0.9843621253967285,0.0,0.9843621253967285,0.9843621253967285,1,2000
silverbox,free_run,skae_controlled_k_l1,test,50,8,0.0001,relative_l2,1.0537060499191284,0.0,1.0537060499191284,1.0537060499191284,1,2000
silverbox,free_run,skae_controlled_k_l1,test,50,8,0.0001,temporal_corr,-0.5611170212592325,0.0,-0.5611170212592325,-0.5611170212592325,1,2000
silverbox,free_run,skae_controlled_k_l1,test,79,8,0.0001,fit_percent,-6.841766834259033,0.0,-6.841766834259033,-6.841766834259033,1,2000
